"main.id","hpq_aquani.id","aquani_line","aquanitype","aquanitype_o","aquani_vol"
"303604","0","26","6","shell (river)","4"
"303714","0","22","6","Galunggong","50"
"303714","1","23","6","samaral","60"
"303714","2","24","6","iliw","60"
"303714","3","25","6","bulinaw","30"
"303714","4","26","6","tilis","50"
"303714","5","32","6","sapsap","40"
"303714","6","33","6","mulaga","40"
"303714","7","34","6","hipon","40"
"306624","0","15","6","ubod","500"
"306624","1","16","6","tilis","150"
"308252","0","8","6","kanuping","25"
"308252","1","9","6","bisugo","25"
"308256","0","7","6","bagaong","40"
"308256","1","8","6","sigapo","80"
"308275","0","15","6","tilis","40"
"308275","1","16","6","samaral","30"
"308275","2","17","6","katang","50"
"308276","0","10","6","tilis","20"
"308276","1","11","6","samaral","20"
"308276","2","12","6","kanuping","20"
"308276","3","13","6","banak","20"
"308278","0","13","6","tapalang","100"
"308278","1","14","6","susu","50"
"310466","0","22","6","Lumahan, Tills, Samaral","200"
"311813","0","13","6","samaral","30"
"311813","1","14","6","hipon","20"
"311814","0","8","6","panus","50"
"311814","1","9","6","samaral","50"
"311814","2","10","6","bun-ak","70"
"311816","0","29","6","tilis","20"
"311816","1","30","6","samaral","20"
"311817","0","6","6","panus","10"
"311817","1","7","6","samaral","10"
"311817","2","8","6","banak","5"
"311913","0","8","6","tilis","25"
"311913","1","9","6","banak","25"
"311913","2","28","6","Samaral","30"
"311930","0","6","6","Banak","30"
"311930","1","7","6","samaral","50"
"311930","2","22","6","tilis","70"
"311953","0","18","6","tilis","40"
"311953","1","19","6","banak","40"
"322072","0","8","6","hipon","72"
"322096","0","12","6","tilis","240"
"322100","0","32","6","tilis","600"
"322101","0","6","6","galungong","36"
"322136","0","22","6","tilis","220"
"322140","0","12","6","tilis","335"
"322142","0","8","6","tilis","940"
"322143","0","6","6","tilis","336"
"322143","1","7","6","sapsap","36"
"322147","0","9","6","suso","50"
"322147","1","10","6","sikad","60"
"322154","0","14","6","tilis","336"
"322156","0","9","6","tilis","336"
"322157","0","20","6","tilis","672"
"322157","1","21","6","kanuping","168"
"322159","0","13","6","tilis","336"
"322163","0","39","6","tilis","225"
"322163","1","40","6","sapsap","220"
"322163","2","41","6","kanuping","225"
"322167","0","27","6","tilis","220"
"322167","1","28","6","sapsap","225"
"322172","0","19","6","tilis","338"
"322173","0","11","6","tilis","285"
"322176","0","26","6","tilis","336"
"322176","1","27","6","kanuping","230"
"322177","0","39","6","sapsap","168"
"322177","1","40","6","tilis","672"
"322179","0","18","6","tilis","670"
"322179","1","19","6","kanuping","100"
"322180","0","17","6","sapsap","100"
"322180","1","18","6","tilis","400"
"322181","0","11","6","tilis","300"
"322186","0","9","6","tilis","246"
"322186","1","10","6","kanuping","240"
"322186","2","11","6","samaral","200"
"322187","0","32","6","tilis","700"
"322189","0","11","6","tilis","200"
"322191","0","20","6","tilis","336"
"322191","1","21","6","samaral","168"
"322196","0","31","6","tilis","20"
"322201","0","9","6","tilis","180"
"322203","0","7","6","lumahan","5"
"322207","0","7","6","tilis","235"
"322211","0","7","6","sapsap","36"
"322219","0","8","6","punaw","720"
"322220","0","8","6","punaw","300"
"322222","0","17","6","punaw","500"
"322226","0","7","6","tilis","180"
"322229","0","5","6","suso","10"
"322233","0","4","6","tilis","270"
"322271","0","10","6","tilis","168"
"322272","0","2","6","sikad","200"
"322274","0","5","6","kalapato","336"
"322276","0","21","6","tilis","500"
"322276","1","22","6","kanuping","170"
"322279","0","4","6","patuna","336"
"322282","0","14","6","tilis","170"
"322282","1","15","6","sapsap at kanuping","100"
"322286","0","7","6","sigapo","200"
"322290","0","3","6","Sapsap","500"
"322295","0","14","6","Crab","36"
"322295","1","15","2","","25"
"322295","2","16","6","Shirmp","24"
"322303","0","58","6","Crab","2500"
"322304","0","5","1","","4"
"322304","1","6","1","","1"
"322304","2","7","4","","5"
"322178","0","44","6","tilis","390"
"322178","1","45","6","sapsap","280"
"322178","2","46","6","kanuping","300"
"326375","0","29","6","hipon","45"
"326375","1","30","6","tilis","50"
"326472","0","4","1","","20"
"328092","0","3","","","0"
"328092","1","4","","","0"
"328092","2","5","","","0"
"334816","0","7","6","Samaral","840"
"334816","1","8","6","Kanuping","150"
"351436","0","5","6","tilis","50"
"351437","0","16","6","tilis","300"
"351437","1","17","6","samaral","350"
"351438","0","5","6","tili","336"
"351439","0","16","6","sapsap","500"
"351439","1","17","6","tilis","200"
"351441","0","9","2","","336"
"351444","0","13","6","sigapo","500"
"351449","0","13","6","tilis","150"
"351449","1","14","6","kanuping","100"
"351450","0","39","6","tilis","400"
"351450","1","40","6","kanuping","300"
"351450","2","41","6","samaral","200"
"351455","0","7","6","besugo","750"
"351460","0","10","6","tilis","150"
"351460","1","11","6","kanuping","150"
"351460","2","12","6","samaral","100"
"351460","3","13","6","sigapo","100"
"351461","0","12","6","tilis","336"
"351461","1","13","6","bakuli","100"
"351466","0","13","6","tilis","100"
"351470","0","11","6","gangat","336"
"351477","0","7","6","tills","336"
"351480","0","12","6","tilis","80"
"351481","0","8","6","tilis","280"
"351484","0","10","6","tills","280"
"351485","0","6","6","tilis","336"
"351491","0","8","6","tilis","100"
"351492","0","20","6","tilis","400"
"351492","1","21","6","samaral","300"
"351493","0","10","6","tilis","50"
"351493","1","11","6","banak","200"
"351498","0","10","6","tilis","400"
"351499","0","9","6","tilis","300"
"351508","0","5","6","tilis","336"
"351514","0","13","6","tilis","430"
"351515","0","8","6","tilis","336"
"351515","1","9","6","samaral","336"
"351524","0","10","6","tilis","10"
"356966","0","10","1","","50"
"356967","0","11","1","","60"
"357033","0","7","1","","1"
"357033","1","8","1","","1"
"357033","2","9","3","","1"
"358620","0","11","6","Galunggong","100"
"358620","1","12","6","Tambakol","100"
"322231","0","14","6","tilis","672"
"322231","1","15","6","samaral","336"
"363958","0","14","6","Tilis","50"
"363966","0","14","6","Sapsap","120"
"363972","0","14","6","Tapulok","54"
"363972","1","15","6","Tilis","80"
"363973","0","10","6","Kanuping","120"
"363974","0","10","6","Kanuping","120"
"363975","0","10","6","Kanuping","80"
"363975","1","11","6","Bisugo","60"
"374938","0","63","6","Bisugo","188"
"374938","1","64","6","Maya maya","200"
"374940","0","28","6","Bisugo","200"
"374940","1","29","6","Kanuping","184"
"374942","0","15","6","Bisugo","200"
"374942","1","16","6","Haba","200"
"374942","2","17","6","Hipon","176"
"374944","0","19","6","Kanuping","184"
"374944","1","20","6","Bisugo","200"
"374944","2","21","6","Hipon","36"
"374950","0","18","6","Bisugo","200"
"374950","1","19","6","Maya maya","200"
"374950","2","20","6","Kanuping","272"
"374953","0","32","6","Sword Fish","100"
"374953","1","33","6","Kanuping","95"
"374957","0","22","6","Samaral","100"
"374957","1","23","6","Haba","95"
"374958","0","18","6","Tilis","200"
"374958","1","19","6","Samaral","200"
"374958","2","20","6","Yanggutan","245"
"374961","0","17","6","Punaw","60"
"374962","0","30","6","Manabon","200"
"374962","1","31","6","Kanuping","200"
"374962","2","32","6","Samaral","180"
"374963","0","26","6","Tilis","204"
"374963","1","27","6","Haba","100"
"374963","2","28","6","Samaral","200"
"374966","0","35","6","Tilis","372"
"374966","1","36","6","Samaral","300"
"374967","0","27","6","Samaral","350"
"374967","1","28","6","Tilis","300"
"374976","0","13","2","","1050"
"374987","0","15","6","Kanuping","260"
"374987","1","16","6","Samaral","280"
"375022","0","23","6","Samaral","864"
"375022","1","24","6","Kanuping","576"
"375024","0","10","6","Lumahan","200"
"375025","0","17","6","Lumahan","400"
"375027","0","9","6","Lumahan","192"
"375029","0","16","6","Hipon","24"
"375034","0","14","6","Samaral","50"
"375034","1","15","6","Lumahan","50"
"375037","0","41","6","Lumahan","900"
"375042","0","11","6","Samaral","864"
"375042","1","12","6","Kanuping","576"
"375043","0","21","6","Kanuping","864"
"375043","1","22","6","Samaral","384"
"375044","0","6","6","Samaral","800"
"375045","0","10","6","Samaral","4000"
"375046","0","8","6","Bun-ac","960"
"375046","1","9","6","Samaral","480"
"375050","0","11","6","Samaral","432"
"375050","1","12","6","Kanuping","190"
"375052","0","14","6","Samaral","1152"
"375052","1","15","6","Bugiw","864"
"375054","0","14","6","Samaral","1200"
"375063","0","5","6","Lumahan","5"
"375072","0","4","6","Samaral","864"
"375120","0","20","1","","864"
"375127","0","10","6","Samaral","567"
"375134","0","12","6","Hipon","280"
"375622","0","7","6","shrimp","10"
"375622","1","8","6","Gangat","5"
"375622","2","9","6","tilis","2"
"375625","0","13","6","shrimp","10"
"375625","1","14","6","gangat","10"
"375625","2","15","6","tilis","5"
"375627","0","10","6","shrimp","20"
"375627","1","11","6","crab","5"
"375627","2","12","6","gangat","10"
"375651","0","17","6","Shrimp","85"
"375651","1","18","6","samaral","100"
"375651","2","19","6","kanuping","90"
"376132","0","7","6","yanggutan","50"
"376132","1","8","6","tilis","50"
"380016","0","42","6","Hipon","192"
"380023","0","18","6","Kanuping","188"
"380023","1","19","6","Mameng","100"
"380036","0","27","6","Kanuping","100"
"380036","1","28","6","Mameng","94"
"380041","0","22","1","","200"
"380063","0","38","6","Tilis","120"
"380063","1","39","6","Samaral","140"
"380064","0","18","6","Sapsap","100"
"380064","1","19","6","Tilis","60"
"383798","0","60","6","Canuping","25"
"384512","0","611","6","shrimps","50"
"384512","1","612","6","crabs","30"
"384512","2","613","6","gangat","50"
"384527","0","14","6","shrimps","80"
"384527","1","15","6","crabs","45"
"384527","2","16","6","gangat","70"
"384528","0","12","6","shrimps","40"
"384528","1","13","6","crabs","15"
"384528","2","14","6","gangat","25"
"384564","0","5","6","lumahan","12"
"384564","1","6","6","galunggung","10"
"384569","0","10","6","lumahan","10"
"384569","1","11","6","galunggung","10"
"384573","0","4","6","lumahan","10"
"384573","1","5","6","galunggung","10"
"384580","0","7","6","galunggung","8"
"384580","1","8","6","lumahan","8"
"384582","0","7","6","lumahan","10"
"384582","1","8","6","galunggung","10"
"384584","0","6","6","shrimp","6"
"384584","1","7","6","lumahan","10"
"384584","2","8","6","galunggung","10"
"384587","0","4","6","galunggung","10"
"384587","1","5","6","lumahan","10"
"384967","0","4","6","tulingan","10"
"384967","1","5","6","tamban","10"
"384967","2","6","6","lumahan","10"
"384969","0","4","6","lumahan","10"
"384969","1","5","6","galunggung","10"
"384971","0","4","6","lumahan","160"
"384971","1","5","6","burao","100"
"384972","0","6","6","lumahan","500"
"384975","0","7","6","galunggung","54"
"384975","1","8","6","lumahan","200"
"384977","0","6","6","galunggung","250"
"384978","0","5","6","galunggung","45"
"384978","1","6","6","tapulok","100"
"385917","0","6","3","","18"
"386526","0","20","6","Burao","89"
"386528","0","30","6","Tilis","99"
"386529","0","14","6","Tawilis","156"
"386533","0","30","6","Galunggong","132"
"386536","0","10","6","Kanuping","120"
"386542","0","26","6","Kanuping","450"
"388262","0","14","6","samaral","40"
"388262","1","15","6","tilis","40"
"388262","2","16","6","bisugo","40"
"388262","3","17","6","kanuping","30"
"388262","4","18","6","shrimps","50"
"388326","0","39","6","Kanuping","40"
"388326","1","40","6","tilis","50"
"388326","2","41","6","Samaral","40"
"388326","3","42","6","Shrimps","50"
"388333","0","19","6","shrimps","50"
"388333","1","20","6","gangat","60"
"388333","2","21","6","samaral","40"
"388333","3","22","6","kanuping","50"
"390993","0","23","6","Tilis","235"
"390995","0","19","6","Kanuping","340"
"390995","1","20","6","Lumahan","450"
"391005","0","32","6","Galunggong","150"
"391008","0","12","6","Malapato","87"
"391010","0","26","6","Samaral","120"
"391016","0","14","6","Galunggong","89"
"391029","0","6","6","Galunggong","122"
"391033","0","20","6","Tawilis","48"
"391033","1","21","6","Kanuping","78"
"391033","2","22","6","Sapsap","80"
"391038","0","26","6","Lumahan","123"
"391039","0","18","6","Tambakul","120"
"391043","0","10","6","Galunggong","78"
"391045","0","18","6","Lumahan","145"
"391048","0","11","6","Lumahan","96"
"391051","0","8","6","Pusit","55"
"391053","0","22","6","Sapsap","45"
"391053","1","23","6","Kanuping","55"
"391266","0","18","6","Burao","213"
"391270","0","33","6","Haba","80"
"391294","0","52","6","Haba","89"
"391314","0","27","6","Husohos","55"
"391321","0","16","6","Dilis","67"
"391321","1","17","6","Lumahan","34"
"391329","0","27","6","Tambakul","46"
"391329","1","28","6","Kanuping","33"
"391333","0","19","6","Bulinaw","67"
"391333","1","20","6","Lumahan","55"
"391336","0","32","6","Kanuping","46"
"391336","1","33","6","Banahan","53"
"391339","0","14","6","Lumahan","67"
"391345","0","46","6","Kanuping","37"
"391348","0","30","6","Kanuping","56"
"391348","1","31","6","Tulingan","52"
"391364","0","14","6","Lumahan","68"
"391364","1","15","6","kanuping","33"
"394425","0","16","6","Maya maya","45"
"394425","1","17","6","Canuping","34"
"394429","0","8","6","Tawilis","25"
"394429","1","9","6","Tambakul","45"
"394451","0","47","6","Lumahan","120"
"394470","0","12","6","Burao","46"
"394812","0","32","6","Sapsap","67"
"395174","0","10","6","Lumahan","56"
"395175","0","15","6","Lumahan","78"
"395175","1","16","6","Tambakul","120"
"395176","0","11","6","Sapsap","89"
"395183","0","24","6","Lumahan","120"
"395184","0","6","6","Sapsap","89"
"395184","1","7","6","Galunggong","78"
"395331","0","16","6","Samaral","89"
"397606","0","4","6","galunggung","12"
"397606","1","5","6","lumahan","12"
"397608","0","9","6","galunggung","12"
"397608","1","10","6","lumahan","12"
"397609","0","5","6","canuping","12"
"397609","1","6","6","mangagat","12"
"397612","0","2","6","galunggung","1"
"397612","1","3","6","lumahan","1"
"397616","0","4","6","lumahan","12"
"397616","1","5","6","galunggung","12"
"397622","0","6","6","galunggung","10"
"397622","1","7","6","lumahan","12"
"397626","0","8","6","burao","12"
"397626","1","9","6","galunggung","12"
"397835","0","11","6","galunggung","12"
"397835","1","12","6","lumahan","12"
"397836","0","8","6","galunggung","12"
"397836","1","9","6","lumahan","15"
"397838","0","5","6","lumahan","10"
"397838","1","6","6","galunggung","10"
"397839","0","4","6","galunggung","15"
"397839","1","5","6","lumahan","10"
"397839","2","6","6","burao","15"
"397842","0","4","6","galunggung","20"
"397842","1","5","6","lumahan","20"
"397843","0","4","6","galunggung","16"
"397846","0","7","6","galunggung","24"
"397846","1","8","6","lumahan","24"
"397847","0","9","6","lumahan","24"
"397847","1","10","6","galunggung","24"
"397849","0","5","6","lumahan","25"
"397849","1","6","6","galunggung","25"
"397851","0","5","6","galunggung","12"
"397851","1","6","6","lumahan","12"
"397853","0","5","6","lumahan","12"
"397853","1","6","6","galunggung","12"
"397857","0","4","6","galunggung","20"
"397857","1","5","6","lumahan","20"
"397859","0","4","6","galunggung","25"
"397859","1","5","6","lumahan","20"
"400679","0","53","6","sigapo","30"
"400679","1","54","6","hipon","20"
"400679","2","55","6","tilis","15"
"400679","3","56","6","katang","15"
"400683","0","9","6","Hipon","20"
"400683","1","10","6","samaral","26"
"400683","2","11","6","isdang bato","30"
"400683","3","12","6","katang","16"
"400683","4","13","6","maming","20"
"400686","0","18","6","hipon","18"
"400686","1","19","6","sigapo","20"
"400686","2","20","6","tilis","15"
"400691","0","10","6","hipon","15"
"400691","1","11","6","samaral","20"
"400691","2","12","6","maming","15"
"400691","3","13","6","katang","18"
"400692","0","12","6","tilis","12"
"400692","1","13","6","samaral","15"
"400692","2","14","6","katang","8"
"400692","3","15","6","hipon","16"
"400698","0","11","6","hipon","16"
"400698","1","12","6","samaral","18"
"400698","2","43","6","sigapo","16"
"400698","3","44","6","katang","13"
"400798","0","3","6","susong ilog","2"
"400805","0","20","1","","35"
"400805","1","21","2","","45"
"401906","0","10","2","","50"
"401923","0","14","6","Lumahan","62"
"402712","0","26","2","","64"
"402721","0","14","6","Crab","34"
"402721","1","15","6","Bagumon","45"
"402723","0","32","6","Kanuping","67"
"403393","0","14","2","","35"
"403399","0","32","2","","47"
"403413","0","12","2","","46"
"403422","0","18","6","Samaral","51"
"403429","0","17","6","Kanuping","68"
"403437","0","18","6","Kanuping","78"
"405199","0","7","6","Sogpo","80"
"405199","1","8","6","Bangus","80"
"405334","0","22","6","Samaral","50"
"405334","1","23","6","Kanuping","40"
"405334","2","24","6","Shrimps","80"
"405334","3","25","6","Gangat","50"
"405425","0","29","6","gangat","100"
"405425","1","30","6","tilis","50"
"405425","2","31","6","kanuping","50"
"405425","3","32","6","samaral","40"
"406725","0","16","5","","42"
"406760","0","27","6","Kanuping","45"
"407637","0","14","1","","15"
"407637","1","15","4","","10"
"407662","0","13","1","","30"
"407677","0","8","1","","50"
"407714","0","9","3","","10"
"407714","1","10","4","","30"
"407728","0","23","3","","10"
"407728","1","24","4","","10"
"407736","0","11","1","","25"
"409971","0","28","6","Kanuping","350"
"409971","1","29","6","Samaral","200"
"409971","2","30","6","hipon","320"
"411007","0","12","1","","150"
"411007","1","13","3","","12"
"411007","2","14","4","","15"
"411037","0","9","1","","8"
"411037","1","10","3","","8"
"411037","2","11","4","","5"
"411046","0","14","1","","80"
"411046","1","15","3","","5"
"411046","2","16","4","","5"
"411071","0","16","6","Tirok","45"
"411071","1","17","6","Mabilog","50"
"411083","0","34","6","Kalapato","80"
"411083","1","35","6","Tilis","70"
"411086","0","27","6","Alumahan","100"
"411086","1","28","6","Galunggong","80"
"411089","0","14","6","Alumahan","100"
"411089","1","15","6","Mabilog","80"
"411104","0","22","1","","30"
"411113","0","26","6","Galunggong","80"
"411113","1","27","6","Alumahan","100"
"411126","0","8","1","","50"
"411126","1","9","3","","5"
"411126","2","10","4","","20"
"411148","0","50","6","mbilog","50"
"411148","1","51","6","kalapato","40"
"411160","0","31","6","alumahan","50"
"411160","1","32","6","kanuping","80"
"411198","0","14","1","","10"
"411198","1","15","4","","25"
"413863","0","27","2","","12000"
"413921","0","5","1","","15"
"413921","1","6","3","","10"
"414480","0","59","6","shrimp","50"
"422385","0","107","6","Kanuping","56"
"422394","0","39","6","Kanuping","45"
"422394","1","40","6","Galunggong","67"
"422395","0","26","6","Lumahan","56"
"422395","1","27","6","Tambakul","78"
"422398","0","132","6","Kanuping","78"
"422399","0","38","1","","75"
"442588","0","6","6","kanuping","100"
"442588","1","7","6","mabilog","100"
"442623","0","6","6","tilis","48"
"442632","0","8","6","kanuping","84"
"442632","1","9","6","mabilog","84"
"442641","0","14","6","kanuping","25"
"442641","1","15","6","Haba","20"
"442665","0","10","6","tilis","12"
"442709","0","6","6","mabilog","70"
"442709","1","7","6","tilis","50"
"442824","0","28","6","Susö","50"
"442879","0","58","6","Tilis","3"
"442888","0","37","6","tilis","5"
"442983","0","18","6","Alumahan","100"
"442983","1","19","6","Galunggong","120"
"442986","0","14","6","Kalapato","200"
"442986","1","15","6","bigok","250"
"442990","0","27","6","Alumahan","60"
"442990","1","28","6","Galunggong","100"
"442992","0","12","6","Alumahan","80"
"442992","1","13","6","Kalapato","70"
"442993","0","27","6","Kalapato","80"
"442993","1","28","6","kanuping","100"
"442995","0","14","6","Kalapato","70"
"442995","1","15","6","Alumahan","80"
"443021","0","17","6","Bisugu","200"
"443021","1","18","6","Manitis","180"
"443021","2","19","6","Hamalit","250"
"443022","0","17","6","Bisugu","150"
"443022","1","18","6","Burot-burot","100"
"443022","2","19","6","Manitis","100"
"443027","0","26","6","Bisugu","200"
"443027","1","27","6","Manitis","150"
"443027","2","28","6","Burot-burot","100"
"443030","0","17","6","Burot-burot","100"
"443030","1","18","6","Bisugu","120"
"443030","2","19","6","Manitis","80"
"443031","0","27","6","Pugita","60"
"443031","1","28","6","Tilis","50"
"443031","2","29","6","Sigapu","45"
"443031","3","30","6","Bagulan","25"
"443031","4","31","6","Kanuping","50"
"443033","0","37","6","Bisugu","150"
"443033","1","38","6","Salmonetes","200"
"443033","2","39","6","Manitis","120"
"443033","3","40","6","Mulaga","80"
"443035","0","14","6","Burot-burot","150"
"443035","1","15","6","Bisugo","100"
"443035","2","16","6","Mulaga","35"
"443035","3","17","6","Manitis","60"
"443038","0","40","6","Pugita","80"
"443038","1","41","6","Kanuping","50"
"443038","2","42","6","Tilis","100"
"443038","3","43","6","Patuna","50"
"443041","0","33","6","Bisugu","200"
"443041","1","34","6","Manitis","150"
"443041","2","35","6","Hamalit","100"
"443041","3","36","6","Burot-burot","120"
"443042","0","19","6","Bisugu","300"
"443042","1","20","6","Manitis","150"
"443042","2","21","6","Hamalit","100"
"443042","3","22","6","Mulaga","50"
"443043","0","24","6","Mulaga","35"
"443043","1","25","6","Bisugu","250"
"443043","2","26","6","Manitis","100"
"443043","3","27","6","Tilis","100"
"443048","0","22","6","Bisugo","250"
"443048","1","23","6","Manitis","100"
"443048","2","24","6","Buraw","80"
"443049","0","21","6","Bisugo","300"
"443049","1","22","6","Manitis","200"
"443049","2","23","6","Mulaga","50"
"443055","0","16","6","Mulaga","50"
"443055","1","17","6","Bisugo","250"
"443055","2","18","6","Manitis","150"
"443055","3","19","6","Buraw","80"
"443056","0","27","6","Burot-burot","150"
"443056","1","28","6","Bisugo","100"
"443056","2","29","6","Manitis","90"
"443938","0","11","6","Kanuping","45"
"443938","1","12","6","Galunggong","58"
"455989","0","15","1","","13"
"457046","0","46","6","Bisugo","6000"
"457046","1","47","6","Burot-burot","3200"
"457047","0","20","6","Bisugo","7500"
"457047","1","21","6","Burot-burot","7500"
"457056","0","20","6","Bisugo","5000"
"457056","1","21","6","Burot-burot","7000"
"457565","0","18","6","Kalapato","80"
"457565","1","19","6","Alumahan","70"
"457565","2","20","6","Galunggong","60"
"457566","0","13","6","Kanuping","80"
"457566","1","14","6","Bisugu","100"
"457566","2","15","6","Alumahan","50"
"457566","3","16","6","Butiki","35"
"457610","0","14","6","Alumahan","80"
"457610","1","15","6","Kalapato","100"
"457611","0","26","6","Baryaka","85"
"457611","1","27","6","Kalapato","100"
"457613","0","6","6","Crab","80"
"457613","1","7","6","Hipon","25"
"457613","2","8","6","Bisugu","70"
"457613","3","9","6","Kalapato","100"
"457615","0","11","6","Crab","100"
"457615","1","12","6","Samaral","120"
"457615","2","13","6","Mangagat","100"
"457621","0","9","6","Mangagat","100"
"457621","1","10","6","Sugpo","50"
"457621","2","11","6","Crab","60"
"458921","0","29","6","Asorted fish","1"
"458978","0","29","6","Samaral","58"
"459011","0","14","6","Galunggong","10"
"459011","1","15","6","Samaral","10"
"462019","0","71","1","","250"
"462045","0","15","2","","7"
"462045","1","16","4","","6"
"462673","0","61","6","kanuping","22"
"462673","1","62","6","tilis","22"
"462681","0","6","6","tilis","15"
"462681","1","7","6","kanuping","20"
"462688","0","20","6","haba","200"
"462688","1","21","6","kanuping","200"
"462688","2","22","6","tilis","200"
"462695","0","17","6","tilis","48"
"462695","1","18","6","kanuping","48"
"462696","0","7","6","kanuping","14"
"462696","1","8","6","tilis","14"
"462696","2","9","6","bun-ak","14"
"457616","0","8","6","Mangagat","80"
"457616","1","9","6","Aligasin","70"
"457616","2","10","6","Hipon","50"
"464946","0","4","6","Samaral","480"
"464947","0","6","6","Samaral","560"
"464948","0","5","6","Samaral","480"
"464948","1","6","6","Kanuping","260"
"466785","0","13","6","samaral","50"
"466785","1","14","6","Panus","50"
"466785","2","15","6","kanuping","40"
"466785","3","16","6","manabon","60"
"466785","4","17","6","mabilog","50"
"466795","0","9","2","","10"
"466795","1","10","6","galunggung","10"
"466795","2","11","6","lumahan","10"
"466795","3","12","6","shrimp","7"
"466797","0","42","6","manabon","20"
"466797","1","43","6","kanuping","30"
"466806","0","6","6","lumahan","12"
"466806","1","7","6","galunggung","10"
"466849","0","3","6","kanuping","50"
"466849","1","4","6","tingin","30"
"466849","2","5","6","yanggutan","40"
"466860","0","10","6","bisugo","50"
"466860","1","11","6","mabilog","50"
"466865","0","3","6","mabilog","300"
"466865","1","4","6","pagi","20"
"466865","2","19","6","bisugo","200"
"466908","0","24","6","bisugo","150"
"466908","1","25","6","mabilog","20"
"466908","2","26","6","lumahan","150"
"471094","0","17","6","lumahan","1500"
"471094","1","18","6","bolinao","1600"
"471094","2","19","6","tapulok","4200"
"471094","3","20","6","Galunggong","4000"
"471118","0","9","6","Lumahan","6000"
"471118","1","10","6","Galonggong","6400"
"471118","2","11","6","Sapsap","4500"
"471118","3","12","6","Bolinao","4800"
"471118","4","13","6","tamban","6000"
"471124","0","46","6","Lumahan","8000"
"471124","1","47","6","Galonggong","5000"
"471124","2","48","6","Husuhos","3500"
"471124","3","49","6","Bolinao","5600"
"471124","4","50","6","Tapulok","4800"
"471129","0","8","6","Galonggong","5600"
"471129","1","9","6","Tamban","4800"
"471129","2","10","6","lumahan","4400"
"471129","3","11","6","Bolinao","5600"
"471134","0","13","6","tapulok","4200"
"471134","1","14","6","Galonggong","6400"
"471134","2","15","6","Lumahan","5000"
"471134","3","16","6","Bolinao","6400"
"471136","0","21","6","lumahan","4000"
"471136","1","22","6","4800","60"
"471136","2","23","6","tursilyos","3800"
"471136","3","24","6","Galonggong","2500"
"471138","0","20","6","Alimango","1500"
"471138","1","21","6","Talaba","800"
"471146","0","9","6","Lumahan","4000"
"471146","1","10","6","Galonggong","8000"
"471146","2","11","6","Bolinao","5600"
"471146","3","12","6","Tapulok","3600"
"471177","0","12","6","Galonggong","6400"
"471177","1","13","6","Tambakol","4000"
"471177","2","14","6","Tamban","5600"
"471177","3","15","6","Lumahan","4800"
"471181","0","17","6","Tambakol","6400"
"471181","1","18","6","Galonggong","4800"
"471181","2","19","6","tapulok","60"
"471181","3","20","6","bolinao","4800"
"471181","4","21","6","Lumahan","3500"
"471211","0","4","6","Husohos","8000"
"471211","1","5","6","Galonggong","4800"
"471211","2","6","6","Lumahan","4900"
"471211","3","7","6","tapulok","3600"
"471275","0","3","6","Hipon","10000"
"471275","1","4","6","Tilis","4500"
"471275","2","67","6","Galunggong","2500"
"471277","0","6","6","Lumahan","2500"
"471277","1","7","6","Galonggong","1800"
"471277","2","8","6","tulingan","1400"
"471277","3","9","6","Tapulok","1200"
"471282","0","6","6","Kanuping","4800"
"471282","1","7","6","Dalagang bukid","4000"
"471282","2","8","6","samaral","5000"
"471422","0","5","6","lumahan","10"
"471422","1","6","6","galunggung","10"
"471423","0","5","6","lumahan","15"
"471423","1","6","6","galunggung","15"
"471425","0","17","6","shrimp","6"
"471425","1","18","6","canuping","10"
"471425","2","19","6","galunggung","10"
"471425","3","20","6","lumahan","10"
"471426","0","5","6","galunggung","12"
"471426","1","6","6","lumahan","12"
"471427","0","7","6","lumahan","10"
"471427","1","8","6","galunggung","10"
"471427","2","9","6","tamban","10"
"471428","0","9","6","lumahan","12"
"471428","1","10","6","galunggung","12"
"471429","0","7","6","lumahan","10"
"471429","1","8","6","galunggung","10"
"471436","0","5","6","galunggung","12"
"471436","1","6","6","lumahan","12"
"471440","0","4","6","lumahan","14"
"471440","1","5","6","galunggung","10"
"471441","0","11","6","lumahan","14"
"471441","1","12","6","galunggung","10"
"471443","0","6","6","tamban","14"
"471443","1","7","6","galunggung","10"
"471457","0","9","2","","10"
"471457","1","10","6","galunggung","10"
"471457","2","11","6","lumahan","10"
"471457","3","12","6","shrimp","7"
"472250","0","9","6","tambakul","1300"
"472250","1","10","6","sapsap","3600"
"472250","2","27","6","tamban","2000"
"472250","3","28","6","Galunggong","2500"
"474089","0","26","6","Tulingan","9000"
"474089","1","27","6","Galunggong","8400"
"474091","0","50","6","Burot-burot","10000"
"474091","1","51","6","Bisugo","7000"
"474091","2","52","6","Manitis","3000"
"474092","0","42","6","Bisugo","6000"
"474092","1","43","6","Burot-burot","4000"
"474094","0","26","6","Burot-burot","150"
"474094","1","27","6","Bisugo","130"
"474094","2","28","6","Manitis","100"
"474095","0","27","6","Bisugo","150"
"474095","1","28","6","Burot-burot","200"
"474095","2","29","6","Manitis","90"
"474097","0","38","6","Mulaga","80"
"474097","1","39","6","Burot-burtot","300"
"474097","2","40","6","Manitis","150"
"474097","3","41","6","Paya","50"
"474097","4","42","6","Buraw","100"
"474099","0","14","6","Mulaga","55"
