"main.id","hpq_aquani.id","aquani_line","aquanitype","aquanitype_o","aquani_vol"
"240327","2","24","6","suno","600"
"240340","0","3","6","suno ","40"
"240340","1","4","6","isdang bato","40"
"240341","0","6","6","isdang bato","50"
"240341","1","7","6","maya","50"
"240341","2","8","6","suno","20"
"240342","0","5","6","suno","200"
"240342","1","6","6","isdang bato","500"
"240343","0","8","6","suno","30"
"240343","1","9","6","isdangbato","47"
"240345","0","9","6","isdang bato","25"
"240345","1","10","6","suno","25"
"240346","0","35","6","suno ","40"
"240346","1","36","6","suno isdangbato","40"
"240349","0","129","6","suno","500"
"240350","0","8","6","suno isdang bato","30"
"240350","1","9","6","suno isdangbato","30"
"240351","0","7","6","suno","50"
"240351","1","8","6","isdang bato","50"
"240352","0","7","6","suno ","30"
"240352","1","8","6","isdang bato","30"
"240353","0","89","6","suno","15"
"240353","1","90","6","isdangbato","30"
"240354","0","10","6","isdang bato","15"
"240354","1","11","6","suno","25"
"240356","0","7","6","suno","12"
"240356","1","8","6","isdang bato","54"
"240360","0","5","6","isdang bato","220"
"240360","1","6","6","suno","20"
"240361","0","5","6","suno","80"
"240361","1","6","6","isdang bato","250"
"240363","0","11","6","suno","150"
"240363","1","12","6","isdang bato","600"
"240365","0","3","6","suno isdang bato","200"
"240365","1","4","6","Suno isdangbato","200"
"240367","0","11","6","suno","5"
"240367","1","12","6","isdang bato","50"
"257731","0","11","6","snapper","500"
"257741","0","11","6","snapper","960"
"257744","0","9","6","suno","15"
"257744","1","10","6","isdang bato","500"
"257749","0","6","6","suno","14"
"257749","1","7","6","isdang bato","500"
"257751","0","8","6","suno","20"
"257751","1","9","6","isdang bato","500"
"257755","0","31","6","octopus","1500"
"257755","1","32","6","isdang bato","1200"
"257768","0","32","6","burao","600"
"257768","1","33","6","galonggong","600"
"257769","0","25","6","isdang bato","180"
"279507","0","11","6","snapper","260"
"279516","0","7","6","salay salay","300"
"279517","0","9","6","isdang bato","800"
"279518","0","5","6","isdang bato","150"
"279521","0","7","6","sap-sap","1500"
"279524","0","6","6","crab","730"
"279617","0","10","6","octopus","1000"
"280110","0","19","6","sapsap","8"
"280110","1","20","6","isdang bato","15"
"280110","2","21","6","dangit","10"
"280112","0","17","6","suno","800"
"280112","1","18","6","isadang bato","880"
"295743","0","9","6","isdang bato","300"
"295743","1","10","6","suno","36"
"295767","0","4","6","isdang bato","56"
"295767","1","5","6","suno","12"
"295853","0","5","6","isdang bato","2240"
"295889","0","3","6","isdang bato","960"
"296005","0","11","6","samaral","90"
"296005","1","12","6","katambak","90"
"296024","0","8","6","kugeta","260"
"296029","0","6","6","isdang bato","30"
"296029","1","7","6","salay salay","30"
"296031","0","8","6","isdang bato","30"
"296031","1","9","6","kugita","54"
"296351","0","6","6","isdang bato","200"
"296351","1","7","6","mamsa","200"
"296353","0","9","6","salay salay","300"
"296353","1","10","6","isdang bato","300"
"296479","0","7","6","suno","100"
"296479","1","8","6","isdang bato","100"
"296548","0","10","6","sapsap","320"
"296548","1","11","6","espada","320"
"296937","0","10","6","isdang bato","320"
"296937","1","11","6","salay salay","320"
"359873","0","7","6","abo ","300"
"359873","1","8","6","dalangdang","400"
"359884","0","3","6","isdang bato","400"
"359925","0","10","6","suno","52"
"359925","1","11","6","isdang bato","300"
"359932","0","7","6","octopus","1000"
"360874","0","26","6","alimango","240"
"360909","0","7","6","octopus","1000"
"360911","0","6","6","sap sap","258"
"360911","1","7","6","salmonite","650"
"360912","0","3","6","baritos","250"
"360912","1","4","6","abo","300"
"360915","0","5","6","sap sap","250"
"360915","1","6","6","salmonite","500"
"360920","0","14","6","isdang bato","48"
"360921","0","22","6","isdang bato ","250"
"360927","0","6","6","octopus","1960"
"360929","0","9","6","isdang bato","128"
"360930","0","3","6","pugita","250"
"360930","1","4","6","isdang bato","950"
"360931","0","3","6","dilis","3500"
"360932","0","13","6","isdang bato","2240"
"360933","0","10","6","isdang bato","520"
"360934","0","10","6","tulingan","3500"
"360952","0","8","6","isdang bato","660"
"360954","0","10","6","tulingan","3500"
"360955","0","7","6","tulingan","250"
"360956","0","23","6","tulingan","2000"
"360957","0","16","6","tulingan","640"
"360960","0","8","6","tulingan","1200"
"360962","0","5","6","isdang bato","1800"
"360963","0","8","6","pugita","1350"
"360965","0","6","6","isdang bato","700"
"360966","0","8","6","isdang bato","900"
"360968","0","12","6","isdang bato ","500"
"360969","0","6","6","torsilyo","580"
"360969","1","7","6","sapsap","250"
"360970","0","10","6","bulaw","500"
"360970","1","11","6","tamban","1000"
"360971","0","9","6","sapsap ","300"
"360971","1","10","6","bulaw","300"
"360971","2","11","6","abo","300"
"360973","0","17","6","dilis","1500"
"360973","1","18","6","tamban","1500"
"360974","0","3","6","bulaw","200"
"360974","1","4","6","isdang bato","160"
"360975","0","3","6","dilis","500"
"360975","1","4","6","liwet","200"
"360977","0","3","6","sap sap","200"
"360977","1","4","6","bulaw","250"
"360978","0","5","6","bulaw","600"
"360978","1","6","6","galonggong","700"
"361498","0","5","6","bulaw","600"
"361498","1","6","6","galonggong","700"
"361502","0","5","6","abo","200"
"361502","1","6","6","sap sap","150"
"361502","2","7","6","tulingan","250"
"361680","0","7","6","abo ","300"
"361680","1","8","6","dalangdang","400"
"363456","0","9","6","suno","56"
"363456","1","10","6","isdang bato","580"
"363513","0","5","6","suno","150"
"363530","0","6","6","salay salay","250"
"363540","0","4","6","suno","120"
"363540","1","5","6","isdang bato","1000"
"363552","0","3","6","isdang bato","50"
"363559","0","3","6","suno","96"
"363559","1","4","6","isdang bato","1000"
"363564","0","3","6","suno","70"
"363564","1","4","6","isdang bato","350"
"363565","0","5","6","isdang bato","1400"
"363567","0","3","6","bulaw","690"
"363567","1","4","6","salay salay","540"
"363570","0","3","6","suno","150"
"363571","0","3","6","suno","96"
"363571","1","4","6","isdang bato","1500"
"363572","0","3","6","suno","150"
"363572","1","4","6","isdang bato","1250"
"363574","0","3","6","suno","96"
"363574","1","4","6","isdang bato","320"
"363575","0","5","6","suno","56"
"363575","1","6","6","isdang bato","500"
"363576","0","10","6","grouper","150"
"363576","1","11","6","isdang bato","1258"
"363584","0","6","6","suno","110"
"363584","1","7","6","isdang bato","850"
"363586","0","14","6","suno","96"
"363586","1","15","6","isang bato","540"
"363587","0","5","6","suno","59"
"363587","1","11","6","isdang bato","198"
"363588","0","10","6","suno","45"
"363588","1","11","6","isdang bato","450"
"363589","0","5","6","sap-sap ","105"
"363589","1","6","6","tulingan","250"
"363591","0","3","6","suno","56"
"363591","1","4","6","isdang bato","100"
"363599","0","5","6","suno","80"
"363599","1","6","6","isdang bato","1792"
"363609","0","3","6","suno","96"
"363609","1","4","6","isdangbato","400"
"405195","0","4","6","dalagang bukid","220"
"405195","1","5","6","tulingan","230"
"405195","2","6","6","isdang bato","220"
"405207","0","20","6","balo","12"
"405207","1","21","6","pusit","12"
"405218","0","4","6","snapper","35"
"405218","1","5","6","balat","40"
"405218","2","6","6","surahan","25"
"405242","0","4","6","snapper","35"
"405242","1","5","6","balat","40"
"405242","2","6","6","surahan","25"
"405267","0","9","6","balat","95"
"405267","1","10","6","pugita","100"
"405267","2","11","6","isdang bato","55"
"405431","0","6","6","sono","105"
"405431","1","7","6","tulingan","100"
"405537","0","24","6","suno","108"
"405537","1","25","6","tulingan","98"
"405722","0","15","6","bisugo","10"
"405722","1","16","6","liwit","10"
"405722","2","17","6","galunggong","10"
"405727","0","28","6","isdang bato","95"
"405736","0","4","6","talakitok","110"
"405736","1","5","6","sulid","150"
"405756","0","5","6","isdang bato","100"
"405790","0","6","6","maya maya","30"
"405790","1","7","6","talakitok","50"
"405790","2","8","6","sapsap","25"
"405796","0","98","6","salay-salay","230"
"405796","1","99","6","sapsap","250"
"405796","2","100","6","bisugo","200"
"405807","0","10","6","kugita","300"
"405807","1","11","6","salay salay","300"
"405807","2","12","6","pusit","290"
"405816","0","12","6","suno","350"
"405816","1","13","6","isdang bato","300"
"405823","0","14","6","talakitok","100"
"405823","1","15","6","sapsap","158"
"405823","2","16","6","lami-lami","150"
"405829","0","7","6","isdang bato","300"
"405829","1","8","6","talakitok","350"
"405841","0","10","6","sapsap","300"
"405841","1","11","6","lawayan","250"
"405841","2","12","6","pagi","350"
"405845","0","7","6","isdang bato","300"
"405845","1","8","6","pogita","350"
"405879","0","8","6","sapsap","350"
"405879","1","9","6","lawayan","208"
"405879","2","10","6","lami-lami","200"
"405881","0","30","6","suno","350"
"405881","1","31","6","isdang bato","370"
"405887","0","7","6","isdang bato","150"
"405887","1","8","6","pogita","150"
"405898","0","42","6","salay salay","290"
"405898","1","43","6","sapsap","300"
"405898","2","44","6","lawayan","300"
"405912","0","24","6","suno","250"
"405912","1","25","6","isdang bato","230"
"406394","0","26","6","surahan","300"
"406394","1","27","6","kugita","300"
"406415","0","8","6","kugita","190"
"406415","1","9","6","tauban","118"
"406415","2","10","6","tambilawang","100"
"406458","0","14","6","suno","150"
"406458","1","15","6","tulingan","100"
"407108","0","6","6","danggit","20"
"407108","1","7","6","surahan","20"
"414900","0","3","6","isdang bato","1000"
"414905","0","9","6","isdang bato","580"
"414914","0","6","6","isdang bato","650"
"414919","0","5","6","isdang bato","580"
"414924","0","5","6","isdang bato","560"
"414929","0","5","6","red grouper","96"
"414929","1","6","6","isdang bato","500"
"414933","0","16","6","red grouper","105"
"414933","1","17","6","isdang bato","868"
"414951","0","7","6","isdang bato","580"
"414962","0","9","6","red grouper","56"
"414962","1","10","6","isdang bato","1586"
"414967","0","8","6","red grouper","96"
"414967","1","9","6","isdang bato","1000"
"414972","0","7","6","isdang bato","69"
"415488","0","10","6","isdang bato","50"
"415495","0","5","6","balu","48"
"415495","1","6","6","isdang bato","48"
"415554","0","9","6","sap-sap","7000"
"415554","1","10","6","bisogo","500"
"415578","0","6","6","bisogo","195"
"415578","1","7","6","suno","1200"
"415585","0","8","6","isdang bato","1000"
"415585","1","9","6","balo","2000"
"415607","0","8","6","octopos","400"
"415607","1","9","6","isdang bato","1600"
"415625","0","7","6","octopos","50"
"415625","1","8","6","lawayan","70"
"415625","2","9","6","liwit","90"
"415625","3","10","6","isdang bato","100"
"415635","0","11","6","isdang bato","240"
"415635","1","12","6","octopos","400"
"415709","0","36","6","crabs","450"
"415720","0","8","6","bisogo","250"
"415720","1","9","6","isdang bato","250"
"415732","0","8","6","talakitok","300"
"415732","1","9","6","salay-salay","400"
"415743","0","12","6","isdang bato","150"
"415766","0","8","6","pagi","50"
"415766","1","9","6","bisogo","200"
"415766","2","10","6","lapisan","200"
"415776","0","8","6","pating","50"
"415776","1","9","6","sapsap","148"
"415838","0","12","6","isdang bato","400"
"415838","1","13","6","balo","400"
"415850","0","10","6","surahan","25"
"415850","1","11","6","danguet","30"
"421441","0","6","6","grouper","96"
"421441","1","7","6","isdang bato","1600"
"421459","0","3","6","grouper","96"
"421459","1","4","6","isdang bato","640"
"421493","0","8","6","isdang bato","865"
"421497","0","3","6","suno","96"
"421497","1","4","6","isdang bato","150"
"421499","0","3","6","suno","106"
"421499","1","4","6","isdang bato","580"
"421509","0","3","6","suno","96"
"421509","1","4","6","isdang bato","1256"
"421678","0","18","6","suno","800"
"421678","1","19","6","isdang bato","800"
"421697","0","15","6","suno","750"
"421697","1","16","6","isdang bato","750"
"421723","0","10","6","suno","800"
"421723","1","11","6","isdang bato","800"
"421753","0","10","6","suno","960"
"421753","1","11","6","isdang bato","960"
"421768","0","7","6","sulid","6864"
"421768","1","8","6","molmol","6864"
"421768","2","9","6","danggit","6864"
"421774","0","4","6","danggit","1440"
"421774","1","5","6","sulid","1440"
"421774","2","6","6","labahita","1440"
"436099","0","7","6","isdang bato","800"
"436099","1","8","6","maya maya","1500"
"436099","2","9","6","pula","1300"
"436104","0","11","6","mamsa","200"
"436104","1","12","6","isdang bato","900"
"436104","2","13","6","maya maya","580"
"436106","0","41","6","isdang bato","720"
"436108","0","5","6","octopus","300"
"436108","1","6","6","isdang bato","600"
"436115","0","23","6","isdang bato","2880"
"436119","0","7","6","isdang bato","800"
"436128","0","5","6","kugita","250"
"436130","0","8","6","isdang bato","500"
"436132","0","9","6","isdang bato","500"
"436134","0","3","6","isdang bato","1000"
"436136","0","5","6","octopus","600"
"436144","0","32","6","isdang bato","750"
"436163","0","4","6","salmonite","20"
"436163","1","5","6","sapsap","20"
"436165","0","11","6","bisugo","360"
"436165","1","12","6","katambak","440"
"436165","2","13","6","maya maya","1000"
"436186","0","16","6","isdang bato","576"
"436194","0","20","6","tulingan","672"
"436195","0","3","6","kugita","288"
"436197","0","7","6","dilis","1120"
"436202","0","21","6","kugita","288"
"436207","0","15","6","labter","240"
"436209","0","14","6","diles","7200"
"436210","0","12","6","diles","7200"
"436212","0","3","6","isdang bato","720"
"436215","0","4","6","isdang bato","576"
"436222","0","14","6","isdang bato","600"
"436222","1","15","6","diles","300"
"436222","2","16","6","sapsap","300"
"436225","0","3","6","isdang bato","640"
"436228","0","3","6","alimango","1280"
"436234","0","3","6","sapsap","800"
"436235","0","3","6","isdang bato","800"
"436236","0","3","6","dilis","450"
"436236","1","4","6","tamban","450"
"436238","0","22","6","kugita","480"
"436267","0","3","6","isdang bato","960"
"436267","1","4","6","dapak","960"
"497661","0","3","6","snapper","3000"
"497674","0","6","6","octopus","1500"
"497688","0","12","6","snapper","1500"
"497695","0","25","6","sap-sap","3000"
"497695","1","26","6","galonggong","3000"
"497711","0","16","6","snapper","3000"
"497718","0","4","6","snapper ","3600"
"497724","0","12","6","snapper","3000"
"497733","0","12","6","snapper","3000"
"497741","0","14","6","snapper","3000"
"497747","0","18","6","snapper","4500"
"497751","0","11","6","snapper","3000"
"497755","0","12","6","snapper","3000"
"497771","0","16","6","snapper","1500"
"499491","0","12","6","pugita","720"
"499496","0","6","6","pugita","1200"
"499501","0","16","6","pugita","1440"
"499506","0","24","6","pugita","960"
"499512","0","20","6","pugita","1536"
"499519","0","7","6","pugita","384"
"499523","0","11","6","balo","576"
"499528","0","20","6","alimasag","240"
"499533","0","10","6","alimasag","240"
"499536","0","12","6","suno","96"
"499544","0","16","6","pugita","288"
"499551","0","6","6","danggit","500"
"499551","1","7","6","balo","460"
"499562","0","6","6","isdang bato","192"
"499565","0","9","6","dangit","550"
"499565","1","10","6","baritos","602"
"499575","0","6","6","isdang bato","400"
"499575","1","7","6","sapsap","176"
"499585","0","21","6","pugita","720"
"499593","0","3","6","kamaron","360"
"499596","0","10","6","isdang bato","500"
"499596","1","11","6","banak","220"
"499598","0","8","6","isdang bato","400"
"499598","1","9","6","banak","368"
"499600","0","4","6","balo","200"
"499600","1","5","6","isdang bato","184"
"504975","0","8","6","sarimburaw","230"
"504975","1","9","6","surahan","200"
"504975","2","10","6","sapsap","250"
"504985","0","8","6","suno","250"
"504985","1","9","6","isdang bato","230"
"504985","2","10","6","talakitok","230"
"505085","0","6","6","banak","200"
"505085","1","7","6","sapsap","250"
"505085","2","8","6","matang baka","190"
"505091","0","8","6","suno","250"
"505091","1","9","6","isdang bato","230"
"505091","2","10","6","talakitok","230"
"505099","0","12","6","isdang bato","200"
"505099","1","13","6","talakitok","200"
"505111","0","3","6","suno","250"
"505111","1","4","6","tulingan","150"
"505119","0","3","6","suno","250"
"505119","1","4","6","isdang bato","200"
"505126","0","7","6","danggit","300"
"505126","1","8","6","surahan","250"
"505133","0","6","6","suno","250"
"505133","1","7","6","isdang bato","300"
"505154","0","6","6","suno","250"
"505154","1","7","6","isdang bato","300"
"505160","0","8","6","suno","300"
"505160","1","9","6","tulingan","250"
"505170","0","8","6","banak","300"
"505170","1","9","6","sapsap","350"
"505170","2","10","6","lami-lami","250"
"505283","0","8","6","suno","250"
"505283","1","9","6","isdang bato","350"
"505283","2","10","6","tulingan","250"
"505497","0","18","6","talakitok","350"
"505497","1","19","6","banak","400"
"505497","2","20","6","sarimburao","300"
"505561","0","7","6","suno","250"
"505561","1","8","6","tulingan","200"
"505561","2","9","6","isdang bato","150"
"505573","0","10","6","pusit","350"
"505573","1","11","6","isdang bato","200"
"505585","0","3","6","suno","350"
"505585","1","4","6","isdang bato","200"
"505608","0","5","6","suno","250"
"505608","1","6","6","isdang bato","200"
"505608","2","7","6","tulingan","350"
"505625","0","8","6","suno","250"
"505625","1","9","6","isdang bato","230"
"505698","0","18","6","talakitok","350"
"505698","1","19","6","banak","400"
"505698","2","20","6","sarimburao","300"
"505726","0","18","6","talakitok","350"
"505726","1","19","6","banak","400"
"505726","2","20","6","sarimburao","300"
"505737","0","8","6","suno","250"
"505737","1","9","6","isdang bato","230"
"505745","0","9","6","suno","250"
"505745","1","10","6","isdang bato","230"
"505766","0","8","6","isdang bato","280"
"505766","1","9","6","suno","290"
"517438","0","9","6","snapper","4500"
"517442","0","3","6","snapper","6000"
"517447","0","3","6","snapper","1500"
"517451","0","3","6","snapper","2000"
"517458","0","5","6","snapper","3000"
"517467","0","16","6","snapper","3000"
"517474","0","18","6","snapper","3000"
"517479","0","14","6","octopus","3000"
"517488","0","11","6","snapper","1500"
"517500","0","10","6","snapper","3000"
"517505","0","12","6","snapper","1500"
"517517","0","26","6","snapper","3000"
"517643","0","23","6","snapper","1500"
"524590","0","14","6","talakitok","432"
"524593","0","27","6","talakitok","480"
"524596","0","9","6","banak","500"
"524596","1","10","6","danggit","220"
"524604","0","11","6","baritos","720"
"524606","0","11","6","baritos","288"
"524609","0","10","6","balu","720"
"524611","0","19","6","danggit","864"
"524613","0","11","6","danggit","864"
"524617","0","6","6","pugita","720"
"524619","0","9","6","banak","576"
"524621","0","10","6","danggit","720"
"524623","0","5","6","balu","720"
"524625","0","5","6","balu","720"
"524634","0","5","6","banak","432"
"524640","0","13","6","baritos","144"
"524641","0","11","6","pugita","216"
"524643","0","6","6","buraw","432"
"524644","0","5","6","talakitok","576"
"524646","0","5","6","talakitok","432"
"526542","0","18","6","suno","350"
"526542","1","19","6","isdang bato","300"
"526542","2","20","6","talakitok","250"
"526546","0","13","6","pogita","105"
"526546","1","14","6","tauban","190"
"526603","0","7","6","pating","900"
"526603","1","8","6","pagi","500"
"526603","2","9","6","labster","400"
"526648","0","8","6","kugita","250"
"526648","1","9","6","isdang bato","300"
"526652","0","14","6","isdang bato","300"
"526652","1","15","6","kugita","400"
"526657","0","5","6","suno","290"
"526657","1","6","6","kugita","400"
"526660","0","12","6","suno","400"
"526660","1","13","6","isdang bato","400"
"526668","0","11","6","suno","390"
"526668","1","12","6","isdang bato","400"
"526673","0","6","6","suno","400"
"526673","1","7","6","isdang bato","350"
"526679","0","13","6","suno","400"
"526679","1","14","6","isdang bato","400"
"526740","0","10","6","isdang bato","100"
"526740","1","11","6","suno","99"
"526740","2","12","6","octopus","155"
"526747","0","11","6","isdang bato","200"
"526747","1","12","6","lobster","180"
"526754","0","20","6","isdang bato","100"
"526754","1","21","6","octopus","150"
"526754","2","22","6","squid","125"
"526759","0","8","6","squids","250"
"526759","1","9","6","isdang bato","200"
"526765","0","13","6","isdang bato","250"
"526765","1","14","6","octopus","300"
"526773","0","13","6","lobster","350"
"526773","1","14","6","isdang bato","400"
"526778","0","15","6","pusit","200"
"526778","1","16","6","kugita","250"
"526778","2","17","6","isdang bato","200"
"526782","0","11","6","kugita","300"
"526782","1","12","6","isdang bato","250"
"526788","0","8","6","suno","250"
"526788","1","9","6","isdang bato","250"
"526792","0","9","6","pusit","300"
"526792","1","10","6","talakitok","250"
"526795","0","7","6","suno","200"
"526795","1","8","6","isdang bato","200"
"526799","0","8","6","talakitok","500"
"526799","1","9","6","pampano","500"
"526799","2","10","6","sarimburaw","560"
"526806","0","8","6","surahan","300"
"526806","1","9","6","isdang bato","300"
"526810","0","7","6","isdang bato","100"
"526810","1","8","6","talakitok","100"
"526815","0","17","6","suno","150"
"528267","0","8","6","isdang bato","1500"
"528294","0","6","6","isdang bato","756"
"528338","0","8","6","isdang bato","340"
"528342","0","6","6","octopus","500"
"528347","0","4","6","isdang bato","620"
"558975","0","23","6","lapu-lapu","500"
"558975","1","24","6","bisogo","500"
"558982","0","27","6","lapu-lapu","320"
"558982","1","28","6","isdang bato","400"
"558988","0","7","6","suno","5"
"558991","0","3","6","snapper","1800"
"559017","0","8","6","suno","2000"
"569877","0","21","6","salay-salay","380"
"569877","1","22","6","sap-sap","380"
"569902","0","12","6","suno","380"
"569902","1","13","6","isdang bato","980"
"569908","0","6","6","suno","100"
"569908","1","7","6","isdang bato","300"
"569932","0","13","6","salay salay","380"
"569932","1","14","6","isdang bato","380"
"569937","0","12","6","suno","100"
"569937","1","13","6","isdang bato","590"
"569948","0","4","6","isdang bato","400"
"569959","0","8","6","salay salay","150"
"569959","1","9","6","isdang bato","150"
"569961","0","10","6","suno","400"
"569961","1","11","6","isdang bato","400"
"571139","0","3","6","isdang bato","480"
"571139","1","4","6","suno","150"
"571140","0","11","6","sulid","130"
"571140","1","12","6","samaral","190"
"571140","2","13","6","talakitok","200"
"571142","0","9","6","talakitok","180"
"571142","1","10","6","sulid","205"
"571142","2","11","6","lami-lami","200"
"571143","0","8","6","grouper","200"
"571143","1","9","6","tulingan","200"
"571144","0","7","6","tulingan","200"
"571144","1","8","6","grouper","200"
"571145","0","5","6","suno","199"
"571145","1","6","6","tulingan","250"
"571146","0","6","6","suno","200"
"571146","1","7","6","tulingan","250"
"571147","0","9","6","isdang bato","450"
"571147","1","10","6","suno","250"
"571149","0","42","6","sapsap","400"
"571149","1","43","6","salay salay","399"
"571149","2","44","6","baritos","500"
"571150","0","6","6","balo","720"
"571150","1","7","6","baretos","500"
"571151","0","6","6","isdang bato","750"
"571151","1","7","6","kugita","450"
"571151","2","8","6","suno","350"
"571152","0","22","6","maya-maya","560"
"571152","1","23","6","talakitok","480"
"571152","2","24","6","sulid","420"
"571153","0","14","6","suno","400"
"571153","1","15","6","isdang bato","560"
"571155","0","10","6","kugita","500"
"571155","1","11","6","tauban","420"
"571157","0","5","6","suno","760"
"571157","1","6","6","isdang bato","460"
"571173","0","7","6","suno","450"
"571173","1","8","6","isdang bato","500"
"571176","0","5","6","suno","350"
"571176","1","6","6","isdang bato","300"
"571179","0","15","6","mamsa","550"
"571179","1","16","6","maya-maya","450"
"571179","2","17","6","salay-salay","340"
"571180","0","37","6","suno","500"
"571180","1","38","6","isdang bato","450"
"571228","0","10","6","salay salay","300"
"571228","1","11","6","talakitok","500"
"571228","2","12","6","lame-lame","450"
"577150","0","12","6","dilis","4000"
"577247","0","5","6","lobster","115"
"584042","0","5","6","bisogo","150"
"584042","1","6","6","sapsap","150"
"584042","2","7","6","salmonite","100"
"584050","0","9","6","suno","144"
"584050","1","10","6","isdang bato","420"
"584062","0","15","6","suno","56"
"584062","1","16","6","isdang bato","450"
"584069","0","5","6","suno","160"
"584069","1","6","6","isdanag bato","250"
"584087","0","7","6","suno","56"
"584087","1","8","6","isdang bato","580"
"584096","0","10","6","suno","160"
"584173","0","10","6","suno","160"
"584177","0","10","6","suno","160"
"584179","0","10","6","suno","160"
"584188","0","4","6","suno","672"
"584188","1","5","6","sea cocumber","1120"
"584189","0","5","6","suno","672"
"584190","0","4","6","suno","65"
"584205","0","8","6","suno","160"
"584224","0","9","6","suno","150"
"584224","1","10","6","isdang bato","380"
"584233","0","9","6","suno","150"
"584233","1","10","6","isdang bato","380"
"584235","0","4","6","suno","265"
"584235","1","5","6","isdang bato","458"
"760298","0","7","6","suno","90"
"760298","1","8","6","isdang bato","1000"
"760337","0","9","6","suno","90"
"760337","1","10","6","isdang bato","1500"
"760944","0","3","6","suno ","100"
"760944","1","4","6","isdang bato","1000"
"760963","0","3","6","suno ","100"
"760963","1","4","6","isdang bato","1000"
"761365","0","3","6","suno ","100"
"761365","1","4","6","isdang bato","1000"
"761383","0","3","6","suno","50"
"761383","1","4","6","isdang bato","1000"
"761404","0","3","6","suno","50"
"761404","1","4","6","isdang bato","1000"
"761413","0","3","6","suno","50"
"761413","1","4","6","isdang bato","1000"
"761425","0","3","6","suno","50"
"761425","1","4","6","isdang bato","1000"
"761430","0","3","6","suno","50"
"761430","1","4","6","isdang bato","1000"
"761437","0","3","6","suno","50"
"761437","1","4","6","isdang bato","1000"
"761509","0","3","6","suno","50"
"761509","1","4","6","isdang bato","1000"
"761519","0","3","6","suno","40"
"761519","1","4","6","isdang bato","1000"
"761525","0","3","6","suno","40"
"761525","1","4","6","isdang bato","1000"
"761530","0","3","6","suno","40"
"761530","1","4","6","isdang bato","1000"
"761570","0","6","6","suno","65"
"761570","1","7","6","isdang bato","1500"
"761571","0","6","6","suno","65"
"761571","1","7","6","isdang bato","1500"
"761596","0","9","6","suno","50"
"761596","1","10","6","isdang bato","2000"
"761606","0","6","6","suno","200"
"761606","1","7","6","isdang bato","500"
"761609","0","7","6","suno","100"
"761609","1","8","6","isdang bato","1000"
"761610","0","7","6","suno","100"
"761610","1","8","6","isdang bato","1000"
"761611","0","5","6","suno","100"
"761612","0","5","6","suno","100"
"761612","1","6","6","isdang bato","500"
"761614","0","5","6","suno","100"
"761614","1","6","6","isdang bato","500"
"761619","0","7","6","suno","75"
"761619","1","8","6","isdang bato","1000"
"761619","2","9","6","bulaw","500"
"761619","3","10","6","sapsap","250"
"761624","0","8","6","suno","50"
"761624","1","9","6","isdang bato","1000"
"761633","0","8","6","suno","300"
"761669","0","8","6","suno","164"
"761669","1","9","6","isdang bato","640"
"761674","0","8","6","suno","164"
"761674","1","9","6","isdang bato","640"
"761678","0","6","6","suno","96"
"761678","1","7","6","isdang bato","960"
"761683","0","11","6","bisogo","150"
"761683","1","12","6","bulaw","357"
"761687","0","9","6","suno","196"
"761687","1","10","6","isdang bato","1330"
"761691","0","9","6","suno","196"
"761691","1","10","6","isdang bato","1330"
"761693","0","9","6","suno","196"
"761693","1","10","6","isdang bato","1330"
"761709","0","7","6","suno","160"
"761709","1","8","6","isdang bato","480"
"761718","0","7","6","suno","160"
"761718","1","8","6","isdang bato","480"
"761722","0","6","6","suno","160"
"761722","1","7","6","isdang bato","480"
"761727","0","6","6","suno","160"
"761727","1","7","6","isdang bato","480"
"761731","0","6","6","suno","160"
"761731","1","7","6","isdang bato","480"
"761734","0","6","6","suno","160"
"761734","1","7","6","isdang bato","480"
"761745","0","7","6","suno","320"
"761749","0","7","6","suno","320"
"761758","0","6","6","suno","192"
"761810","0","6","6","suno","200"
"761810","1","7","6","isdang bato","1600"
"761815","0","7","6","isdang bato","1240"
"761822","0","7","6","isdang bato","1240"
"762313","0","7","6","isdang bato","1240"
"762323","0","7","6","suno","90"
"762323","1","8","6","isdang bato","1000"
"762326","0","11","6","suno","56"
"762326","1","12","6","isdang bato","950"
"762330","0","5","6","suno","15"
"762330","1","6","6","isdang bato","96"
"764194","0","18","6","isdang bato","720"
"764196","0","8","2","","720"
"764200","0","12","6","suno","285"
"764204","0","14","6","suno","0"
"764205","0","14","6","suno","0"
"764208","0","37","6","suno","2000"
"764209","0","5","6","suno","2000"
"764209","1","6","6","balat","192"
"764213","0","5","6","suno","0"
"764215","0","10","6","suno","0"
"764216","0","30","6","isdang bato","600"
"764216","1","32","6","suno","600"
"764218","0","5","6","suno","1833"
"764219","0","7","6","suno","1666"
"764228","0","8","6","suno","48"
"764248","0","31","6","Suno","240"
"764248","1","32","6","Isdang bato","600"
"764312","0","6","6","isdang bato","500"
"764312","1","25","6","Suno","47"
"764522","0","14","6","salmonete","500"
"764522","1","15","6","abo","500"
"764528","0","10","6","suno","60"
"764528","1","11","6","isdang bato","450"
"764562","0","4","6","maya-maya","150"
"764562","1","5","6","isdang bato","250"
"764563","0","4","6","suno","80"
"764563","1","5","6","isdang bato","300"
"764583","0","5","6","sapsap","500"
"764583","1","6","6","tulingan","300"
"764612","0","5","6","dilis","650"
"764612","1","6","6","danggit","100"
"764612","2","7","6","isdang bato","450"
"764613","0","7","6","suno","250"
