"main.id","hpq_fudforsch_mem.id","fudforsch_mem_refno"
"254645","0","3"
"254657","0","4"
"254695","0","8"
"254695","1","7"
"254733","0","5"
"254740","0","3"
"254744","0","4"
"271086","0","9"
"271094","0","4"
"271098","0","5"
"271116","0","7"
"271128","0","3"
"271131","0","3"
"272021","0","5"
"277977","0","3"
"277982","0","4"
"285161","0","6"
"285164","0","3"
"294698","0","3"
"294702","0","5"
"294705","0","7"
"21211","0","4"
"307836","0","7"
"307840","0","4"
"307857","0","3"
"307857","1","4"
"307862","0","3"
"307862","1","4"
"307866","0","6"
"316752","0","8"
"327521","0","5"
"327522","0","4"
"327528","0","3"
"346792","0","4"
"346796","0","8"
"346798","0","7"
"396731","0","7"
"396753","0","6"
"514793","0","3"
"514797","0","7"
"514801","0","3"
"516438","0","4"
"516446","0","7"
"516448","0","3"
"516448","1","4"
"516459","0","8"
"516461","0","7"
"516470","0","11"
"516471","0","4"
"516474","0","17"
"516551","0","4"
"516553","0","5"
"572349","0","6"
"572554","0","6"
"572575","0","7"
"572579","0","5"
"572645","0","6"
"572647","0","2"
"572656","0","7"
"572671","0","8"
"572678","0","3"
"572681","0","3"
"573757","0","7"
"573757","1","6"
"579258","0","7"
"579271","0","7"
"579272","0","4"
"579273","0","6"
"579284","0","1418012847343"
"579302","0","6"
"579303","0","5"
"579307","0","9"
"579308","0","5"
"579310","0","4"
"579313","0","7"
"579314","0","4"
"608934","0","1418012847339"
"608945","0","1418012847338"
"608960","0","1418012847342"
"608976","0","1418012847342"
"608997","0","1418012847341"
"609004","0","1418012847341"
"642107","0","1418012847343"
"642114","0","1418012847344"
"642115","0","1418012847340"
"642117","0","1418012847346"
"642119","0","1418012847346"
"642126","0","1418012847342"
"642140","0","1418012847349"
"642145","0","1418012847350"
"642145","1","1418012847351"
"642152","0","1418012847341"
"643915","0","1418012847344"
"643920","0","1418012847345"
"655176","0","1418012847350"
"660514","0","1418012847353"
"690450","0","1418012847355"
"690460","0","1418012847356"
"690468","0","1418012847357"
"690470","0","1418012847358"
"724922","0","1418012847351"
"1169518","0","4"
"1169529","0","5"
"1196379","0","9"
"1196379","1","8"
"1196380","0","6"
"1196382","0","7"
"1229314","0","6"
"1229314","1","5"
"1229319","0","5"
"1229319","1","6"
"1736467","0","4"
"1736468","0","5"
"1747029","0","3"
"1900510","0","5"
"2201256","0","7"
"2491341","0","3"
"91457","0","5"
"91464","0","9"
"91467","0","5"
"91468","0","4"
"99238","0","3"
"99241","0","3"
"99241","1","4"
"119683","0","5"
"119686","0","3"
"119868","0","6"
"119872","0","4"
"122610","0","6"
"122611","0","3"
"122616","0","2"
"122618","0","6"
"122619","0","3"
"122625","0","3"
"234201","0","3"
"550685","0","3"
"550692","0","6"
"565980","0","3"
"1006950","0","5"
"1288917","0","3"
"1289403","0","10"
"1289407","0","4"
"1335181","0","6"
"1657071","0","5"
"1726122","0","3"
"1726125","0","7"
"1726127","0","6"
"1728136","0","5"
"1728142","0","3"
"1728146","0","3"
"1728146","1","4"
"1728232","0","4"
"1728232","1","5"
"1728310","0","4"
"1728310","1","5"
"1728800","0","3"
"1778493","0","6"
"1778501","0","3"
"1848741","0","5"
"1852245","0","3"
"1852260","0","6"
"1869683","0","3"
"1869684","0","5"
"1876492","0","5"
"1879093","0","6"
"1879193","0","8"
"1879305","0","6"
"1884100","0","4"
"1892553","0","4"
"1963111","0","5"
"1970176","0","3"
"1970184","0","5"
"1981815","0","9"
"1981822","0","7"
"1984243","0","3"
"2041532","0","1"
"2041532","1","2"
"2041532","2","4"
"2041532","3","3"
"2041532","4","2"
"1577876","0","3"
"1606342","0","7"
"2084156","0","3"
"2087194","0","1"
"2092738","0","3"
"2093060","0","6"
"2097137","0","8"
"2099495","0","3"
"1999068","0","5"
"1999068","1","7"
"1999083","0","5"
"1999083","1","7"
"1999071","0","4"
"1999056","0","4"
"1999052","0","5"
"1999052","1","7"
"1999085","0","4"
"1999523","0","4"
"1999523","1","5"
"2003249","0","8"
"2020224","0","14"
"2020224","1","15"
"2020228","0","4"
"2003095","0","5"
"2003095","1","7"
"2059999","0","3"
"2065088","0","7"
"2065088","1","8"
"2065508","0","4"
"2101740","0","3"
"2101740","1","2"
"2101751","0","3"
"2101752","0","7"
"2101756","0","3"
"2101756","1","4"
"2003096","0","4"
"1999521","0","3"
"1999521","1","4"
"2111564","0","6"
"2152477","0","4"
"2152477","1","5"
"2152477","2","6"
"2222136","0","3"
"2244434","0","4"
"2244437","0","6"
"2244443","0","3"
"2244451","0","3"
"2244455","0","5"
"2250069","0","5"
"2250069","1","4"
"2250072","0","9"
