"main.id","hpq_aquaequip.id","aquaequip_line","aquaequiptype","aquaequiptype_o","aquaequiptype_own"
"884102","0","5","8","Rope","1"
"884102","1","6","8","Stryro","1"
"884102","2","7","8","Straw","1"
"884103","0","19","8","rope","1"
"884103","1","20","8","Buya","1"
"884103","2","21","8","straw","1"
"884104","0","25","6","","1"
"884108","0","9","4","","1"
"884111","0","6","6","","1"
"884894","0","13","6","","1"
"884894","1","14","8","crab pot","1"
"884895","0","2","6","","1"
"884896","0","15","1","","1"
"884896","1","16","8","crab pot","1"
"884897","0","16","1","","1"
"884897","1","17","8","crab pot","1"
"884897","2","21","8","push net","1"
"884900","0","21","8","push net(sakag or sudsud)","2"
"884997","0","12","1","","1"
"884998","0","7","8","Crabnet","1"
"884998","1","8","8","Crabpot","1"
"884999","0","4","8","Crabnet","1"
"885000","0","7","1","","1"
"885000","1","8","8","scoopnet","1"
"885000","2","9","8","Bamboo","1"
"885001","0","7","8","Fishnet","1"
"885001","1","8","8","Scoopnet","1"
"885001","2","9","8","Bamboo","1"
"885002","0","7","7","","1"
"885005","0","9","8","Crabnet","1"
"885006","0","7","8","Crabnet","1"
"885012","0","3","8","crabnet","1"
"885012","1","4","8","Crabpot","1"
"885014","0","13","1","","1"
"905252","0","7","1","","1"
"905272","0","7","5","","1"
"905353","0","6","6","","1"
"905354","0","31","5","","1"
"905354","1","32","6","","1"
"905415","0","10","1","","1"
"905417","0","8","1","","1"
"905418","0","13","6","","1"
"905421","0","5","1","","2"
"913373","0","5","8","lubid&straw","1"
"913374","0","4","5","","1"
"913374","1","6","8","straw","1"
"926951","0","1388907264682","1","","1"
"968410","0","5","1","","2"
"968516","0","24","4","","1"
"968516","1","25","8","squid pot/fish pot","1"
"968518","0","19","4","","1"
"968518","1","20","8","squid pot","2"
"968520","0","3","4","","1"
"968539","0","8","4","","1"
"968541","0","10","4","","1"
"968554","0","9","1","","1"
"968554","1","10","8","scope net","1"
"968554","2","11","8","kawayan/kahoy","1"
"968561","0","9","4","","1"
"968561","1","10","8","squid pot","1"
"968570","0","2","4","","1"
"968573","0","26","8","round haul seine(kurantay)","1"
"968575","0","30","4","","1"
"968576","0","10","4","","2"
"968577","0","16","4","","1"
"968578","0","14","4","","1"
"968578","1","15","8","round haul seine(kurantay)","1"
"968579","0","11","4","","1"
"968580","0","21","4","","1"
"968587","0","9","4","","2"
"968588","0","15","4","","1"
"968592","0","17","4","","2"
"968596","0","32","8","cast net(suklob)","1"
"968605","0","23","4","","1"
"968605","1","24","8","round haul seine(baring)","1"
"968627","0","13","4","","1"
"968633","0","13","4","","1"
"968633","1","18","8","fish pot","1"
"968636","0","7","8","squid pot","1"
"968636","1","8","6","","1"
"968637","0","4","1","","1"
"968639","0","7","8","squid pot","1"
"968639","1","8","6","","1"
"968640","0","10","4","","2"
"968642","0","19","4","","1"
"968642","1","20","6","","1"
"1000793","0","24","1","","1"
"1000798","0","11","1","","1"
"1000803","0","16","6","","1"
"1000814","0","9","1","","1"
"1000815","0","13","1","","1"
"1000833","0","16","6","","1"
"1000835","0","25","1","","1"
"1000843","0","9","1","","1"
"1000845","0","21","1","","1"
"1000862","0","11","6","","1"
"1000863","0","23","6","","1"
"1000864","0","7","6","","1"
"1000865","0","19","6","","1"
"1000866","0","13","6","","1"
"1000867","0","12","6","","1"
"1000868","0","11","6","","2"
"1000869","0","10","6","","1"
"1000870","0","13","6","","1"
"1000871","0","10","6","","1"
"1000872","0","13","6","","1"
"1000873","0","4","6","","1"
"1000874","0","16","6","","1"
"1015149","0","1425365722221","1","","1"
"1015149","1","1425365722222","6","","1"
"1017137","0","19","1","","1"
"1017140","0","7","6","","1"
"1017146","0","7","1","","1"
"1017379","0","7","1","","1"
"1018321","0","8","1","","1"
"1018322","0","13","1","","2"
"1018325","0","7","1","","1"
"1018327","0","3","1","","1"
"1018783","0","25","6","","1"
"1018786","0","6","6","","1"
"1018788","0","9","5","","1"
"1018789","0","9","4","","1"
"1019090","0","6","1","","1"
"1019395","0","11","6","","1"
"1019397","0","4","5","","1"
"1021785","0","6","8","asorted","2"
"1025357","0","33","8","pang pamo","1"
"1025360","0","26","8","matang kwatro","1"
"1025367","0","43","8","pang pamo","1"
"1025638","0","13","4","","1"
"1025804","0","4","8","pang pamo","1"
"1025812","0","19","1","","1"
"1025938","0","10","4","","2"
"1025945","0","33","8","matang kwatro","1"
"1025951","0","25","1","","1"
"1025959","0","7","1","","1"
"1031880","0","16","1","","1"
"1031881","0","25","8","matang kwatro","1"
"1031892","0","34","1","","1"
"1031893","0","29","8","matang kwatro","1"
"1031894","0","22","1","","1"
"1031895","0","6","1","","1"
"1031896","0","16","8","kaliw","1"
"1031897","0","9","8","matang nueve","1"
"1032198","0","29","8","matang syete media","1"
"1032201","0","18","8","matang kwatro","1"
"1042023","0","22","6","","1"
"1042026","0","22","8","matang kwatro","1"
"1042044","0","16","6","","1"
"1042046","0","36","1","","1"
"1042048","0","25","1","","1"
"1042050","0","7","8","pang pamo","2"
"1042051","0","13","8","matang otso","1"
"1042051","1","14","8","harpon","1"
"1042052","0","21","8","matang otso","1"
"1042053","0","16","8","matang otso","1"
"1042054","0","31","8","matang otso","1"
"1042055","0","25","8","matang otso","1"
"1042056","0","19","8","matang otso","1"
"1042058","0","21","8","matang otso","1"
"1042060","0","10","8","matang otso","1"
"1042061","0","26","8","matang otso","1"
"1042062","0","7","8","matang otso","1"
"1042065","0","10","8","matang otso","1"
"1042070","0","7","8","matang otso","1"
"1042072","0","19","8","matang otso","1"
"1042073","0","13","8","matang otso","1"
"1042082","0","3","8","matang otso","1"
"1042119","0","10","8","Crabnet","1"
"1042122","0","24","8","Crabnet","1"
"1042713","0","16","8","Crabnet","1"
"1042721","0","19","5","","1"
"1042722","0","19","5","","1"
"1042726","0","9","1","","1"
"1042726","1","10","8","scoopnet","1"
"1042726","2","11","8","Bamboo","1"
"1042727","0","25","8","Crabnet","1"
"1042730","0","19","8","Crabnet","1"
"1042731","0","13","8","Crabnet","1"
"1042732","0","3","1","","1"
"1042733","0","9","8","Crabnet","1"
"1042745","0","10","1","","1"
"1042769","0","21","1","","1"
"1042775","0","16","8","Crabnet","1"
"1042776","0","17","8","Baring","1"
"1042777","0","4","5","","2"
"1042781","0","22","1","","1"
"1042782","0","29","8","Timing Fishpot","1"
"1042784","0","7","1","","1"
"1042785","0","9","1","","1"
"1042789","0","36","1","","1"
"1042791","0","16","1","","1"
"1042792","0","9","1","","1"
"1042793","0","5","8","Crabnet","1"
"1043925","0","3","3","","1"
"1043925","1","4","8","Scopnet","1"
"1043925","2","5","4","","1"
"1043926","0","9","4","","1"
"1043929","0","5","4","","1"
"1043930","0","6","4","","1"
"1043931","0","9","4","","1"
"1043932","0","16","8","pushnet","1"
"1043936","0","6","4","","1"
"1043940","0","5","4","","1"
"1043944","0","5","4","","1"
"1043945","0","4","4","","2"
"1043947","0","21","4","","1"
"1043948","0","7","4","","1"
"1043949","0","3","4","","1"
"1043950","0","6","4","","1"
"1043951","0","13","4","","1"
"1043952","0","8","4","","1"
"1043953","0","3","8","Scopnet","1"
"1043954","0","3","4","","1"
"1043955","0","7","4","","1"
"1043957","0","11","4","","1"
"1043958","0","8","4","","1"
"1043959","0","4","4","","1"
"1043970","0","7","4","","1"
"1043971","0","7","4","","1"
"1043972","0","5","4","","1"
"1043973","0","12","4","","1"
"1043974","0","7","4","","1"
"1043975","0","5","6","","1"
"1046699","0","13","8","push net","1"
"1046700","0","7","8","pushnet","1"
"1046701","0","9","8","push net","1"
"1046702","0","13","8","Push net","1"
"1046703","0","13","8","Push net","1"
"1046704","0","7","8","push net","1"
"1046705","0","13","8","push net","1"
"1046706","0","15","8","baklad net","1"
"1046706","1","16","8","scoop net","1"
"1046706","2","17","8","fishing light","1"
"1046706","3","18","8","bamboo","1"
"1046706","4","19","8","crab pot","1"
"1051404","0","9","8","Push net","1"
"1051404","1","10","4","","1"
"1051445","0","21","8","lawayan","1"
"1051445","1","22","8","straw","1"
"1051445","2","23","8","tree","1"
"1051445","3","24","8","mass","1"
"1051445","4","25","8","steel","1"
"1051448","0","22","8","rope","1"
"1051448","1","23","8","Straw","1"
"1051448","2","24","8","tree","1"
"1051448","3","25","4","","1"
"1051452","0","19","8","rope","1"
"1051452","1","20","8","straw","1"
"1051452","2","21","8","tree","1"
"1051457","0","19","6","","1"
"1051457","1","20","8","rope","1"
"1051457","2","21","8","straw","1"
"1051457","3","22","8","tree","1"
"1051499","0","5","8","lawayan","1"
"1051499","1","6","8","straw","1"
"1051499","2","7","8","tree","1"
"1051518","0","30","4","","1"
"1051528","0","7","4","","1"
"1051528","1","8","8","fish pot","1"
"1051535","0","10","4","","1"
"1051715","0","10","4","","1"
"1051715","1","11","8","fish pot","1"
"1051719","0","3","4","","1"
"1051721","0","5","4","","1"
"1051738","0","11","4","","1"
"1051738","1","12","8","fishpot","1"
"1051739","0","8","4","","1"
"1051739","1","9","8","mass","1"
"1051739","2","26","5","","1"
"1095593","0","17","6","","1"
"1095594","0","9","6","","1"
"1095595","0","3","6","","1"
"1095596","0","15","6","","1"
"1095597","0","19","6","","1"
"1095598","0","8","6","","1"
"1095599","0","7","6","","1"
"1095600","0","5","6","","1"
"1095602","0","17","6","","1"
"1095603","0","5","6","","1"
"1095604","0","2","6","","1"
"1095605","0","4","6","","1"
"1095606","0","4","5","","1"
"1095606","1","5","6","","1"
"1095607","0","11","6","","1"
"1095607","1","12","5","","1"
"1106116","0","4","6","","1"
"1106118","0","7","1","","1"
"1106514","0","5","1","","1"
"1106516","0","5","1","","1"
"1106518","0","11","1","","1"
"1106756","0","4","6","","1"
"1106910","0","6","1","","1"
"1106913","0","4","1","","1"
"1106916","0","4","1","","1"
"1106961","0","19","1","","2"
"1106965","0","5","6","","1"
"1108518","0","17","1","","2"
"1108519","0","6","1","","1"
"1108556","0","7","1","","1"
"1108757","0","10","6","","1"
"1108760","0","8","1","","1"
"1139214","0","13","4","","1"
"1139215","0","22","4","","1"
"1139215","1","23","6","","1"
"1139215","2","24","8","scope net","1"
"1139216","0","16","4","","1"
"1139216","1","17","8","squid jigs(ganti ganti)","1"
"1139216","2","18","8","scoop net(panalok nglabong labong)","1"
"1139217","0","30","4","","1"
"1139217","1","31","6","","1"
"1139217","2","32","8","scoopnet(salok sa labonglabong)","1"
"1139218","0","22","4","","2"
"1139261","0","7","4","","1"
"1139261","1","8","6","","1"
"1139261","2","9","8","squid jigs","1"
"1139261","3","10","8","scope net","1"
"1139263","0","7","4","","1"
"1139263","1","8","8","scope net","1"
"1139264","0","21","8","crabpot","1"
"1139264","1","22","8","scoop net","1"
"1139801","0","4","4","","1"
"1139802","0","7","4","","1"
"1139802","1","8","8","crab pot","1"
"1139803","0","11","8","round haul seine(kurantay)","2"
"1139803","1","12","8","scoopnep/panalok ngjelly fish","1"
"1139804","0","5","4","","1"
"1139805","0","17","4","","1"
"1140346","0","46","4","","2"
"1140346","1","47","8","round haul seine(kurantay)","2"
"1140346","2","48","8","scoop net","1"
"1140349","0","7","8","roundhaul seine(pangdilis)","2"
"1140353","0","36","8","baklad(bamboo matting)","1"
"1140353","1","37","8","scoop net","1"
"1140356","0","36","8","baklad(bamboo matting)","1"
"1140356","1","37","8","scoop net","1"
"1140359","0","17","4","","1"
"1143990","0","21","4","","1"
"1144281","0","21","4","","1"
"1144281","1","22","8","fishnet","1"
"1144284","0","25","8","fishpot","2"
"1144284","1","26","8","scoop net(salok sa jellyfish)","1"
"1144958","0","18","1","","1"
"1144958","1","19","6","","1"
"1144971","0","48","4","","1"
"1144971","1","49","8","fishpot(bobo)","1"
"1145681","0","1429539217740","4","","1"
"1145682","0","1429539217751","8","fishpot","1"
"1145691","0","1429539217763","4","","1"
"1145691","1","1429539217764","8","crab pot","1"
"1145691","2","1429539217765","8","fishpot","1"
"1145692","0","1429539217755","8","crab pot(bucatot)","1"
"1145698","0","8","4","","1"
"1145699","0","12","4","","1"
"1145700","0","7","8","fish pot(bobo)","1"
"1145701","0","7","4","","1"
"1145702","0","3","4","","1"
"1145851","0","7","4","","1"
"1145852","0","19","4","","1"
"1145853","0","9","6","","2"
"1145854","0","3","8","fish pot","1"
"1145907","0","1429539217758","8","round haul seine (kurantay)","2"
"1145908","0","1429539217753","8","crabpot","1"
"1145910","0","1429539217778","8","scoop net","1"
"1145910","1","1429539217782","8","hook in line","1"
"1146037","0","1429539217778","6","","1"
"1146038","0","1429539217754","6","","2"
"1146041","0","1429539217765","6","","1"
"1146041","1","1429539217766","8","fishpot/bobo","1"
"1146041","2","1429539217767","8","scoop net","1"
"1186027","0","31","8","Bakladnet","1"
"1186027","1","32","8","scoopnet","1"
"1186027","2","33","8","Fishing light","1"
"1186027","3","34","8","bamboo","1"
"1186029","0","2","8","crab pot","1"
"1186030","0","13","8","gillnets","1"
"1186030","1","14","8","Steel","1"
"1186030","2","15","8","diving gogles","1"
"1186031","0","16","4","","1"
"1186032","0","5","6","","1"
"1186032","1","6","8","rope","1"
"1186032","2","7","8","straw","1"
"1186032","3","8","8","dry tree","1"
"1186033","0","25","4","","1"
"1186033","1","26","5","","1"
"1186034","0","13","4","","1"
"1186035","0","17","4","","1"
"1186036","0","19","6","","1"
"1186036","1","20","4","","1"
"1186038","0","13","4","","1"
"1186038","1","14","8","fish pot","1"
"1186039","0","17","4","","1"
"1186040","0","11","8","gillnets","1"
"1186041","0","19","4","","1"
"1186041","1","20","8","bugnets","1"
"1186041","2","21","8","scoop net","1"
"1186041","3","22","8","fishing light","1"
"1186041","4","23","8","tree","1"
"1186043","0","11","4","","1"
"1186044","0","7","6","","1"
"1186051","0","9","6","","1"
"1186052","0","3","6","","1"
"1186054","0","19","4","","1"
"1186055","0","9","4","","1"
"1186057","0","5","6","","1"
"1186059","0","7","4","","1"
"1186060","0","22","4","","1"
"1186061","0","16","4","","1"
"1186062","0","7","4","","1"
"1186063","0","13","4","","1"
"1186064","0","13","4","","1"
"1186065","0","7","3","Dilis","1"
"1186066","0","7","4","","1"
"1186066","1","8","8","fishpot","1"
"1186067","0","13","4","","1"
"1186068","0","10","8","round hual seine net","1"
"1186069","0","10","3","","1"
"1186070","0","11","6","","1"
"1186070","1","12","8","Fishpot","1"
"1186071","0","13","4","","1"
"1186073","0","7","4","","1"
"1186075","0","13","4","","1"
"1186089","0","29","6","","1"
"1186091","0","7","8","Straw","1"
"1186091","1","8","8","rope","1"
"1186091","2","9","8","buya","1"
"1186092","0","9","4","","1"
"1186093","0","6","8","Straw","1"
"1186093","1","7","8","Buya","1"
"1186093","2","8","8","rope","1"
"1186094","0","16","8","straw","1"
"1186094","1","17","8","buya","1"
"1186094","2","18","8","rope","1"
"1186095","0","9","8","straw","1"
"1186095","1","10","8","buya","1"
"1186095","2","11","8","Rope","1"
"1186096","0","9","8","straw","1"
"1186096","1","10","8","buya","1"
"1186096","2","11","8","Rope","1"
"1186099","0","9","6","","1"
"1186099","1","10","4","","1"
"1186100","0","2","3","","1"
"1186100","1","3","1","","1"
"1186101","0","9","1","","1"
"1186101","1","10","2","","1"
"1186101","2","11","3","","1"
"1186102","0","6","4","","1"
"1186104","0","21","8","kawil","1"
"1186105","0","7","8","kawil","1"
"1186107","0","9","8","kawil","1"
"1186108","0","7","8","kawil","1"
"1186109","0","7","6","","1"
"1186110","0","21","8","matang syete","1"
"1186114","0","9","6","","1"
"1186116","0","10","6","","1"
"1186118","0","7","6","","1"
"1186120","0","9","6","","1"
"1186122","0","13","6","","1"
"1186123","0","10","6","","1"
"1186124","0","13","6","","1"
"1186125","0","11","6","","1"
"1186126","0","11","6","","1"
"1186128","0","4","6","","1"
"1186129","0","13","6","","1"
"1186129","1","14","4","","1"
"1186130","0","11","6","","1"
"1186131","0","7","6","","1"
"1186132","0","25","6","","1"
"1186133","0","13","6","","1"
"1186134","0","15","3","","1"
"1186134","1","16","8","bamboo","1"
"1186134","2","17","1","","1"
"1186136","0","22","6","","1"
"1186136","1","23","8","ganti ganti","1"
"1186137","0","13","6","","1"
"1186138","0","9","6","","1"
"1186139","0","7","6","","1"
"1186140","0","31","6","","1"
"1186141","0","29","8","matang syete","1"
"1186142","0","7","4","","1"
"1186144","0","13","6","","1"
"1186149","0","5","4","","1"
"1186149","1","6","6","","1"
"1186150","0","5","4","","1"
"1186150","1","6","6","","1"
"1186152","0","12","6","","1"
"1186152","1","13","4","","1"
"1186152","2","14","8","squid jigs(ganti ganti","1"
"1186153","0","12","6","","1"
"1186153","1","13","4","","1"
"1186153","2","14","8","squid jigs(ganti ganti","1"
"1186154","0","10","6","","1"
"1186154","1","11","8","squid jigs(ganti ganti)","1"
"1186157","0","11","6","","1"
"1186157","1","12","8","ganti ganti (squid jigs)","1"
"1186158","0","17","6","","1"
"1186158","1","18","8","ganti ganti (squid jigs)","1"
"1186159","0","21","8","squid jigs","1"
"1186159","1","22","6","","1"
"1186160","0","28","6","","1"
"1186160","1","29","8","squid jigs","1"
"1186161","0","17","6","","1"
"1186161","1","18","8","squid jigs","1"
"1186162","0","16","6","","1"
"1186162","1","17","8","ganti ganti(squid jig)","1"
"1186164","0","6","4","","1"
"1186164","1","7","6","","1"
"1186164","2","8","8","squid jigs(ganti ganti)","1"
"1186166","0","14","8","gantiganti (squid jigs)","1"
"1186166","1","15","6","","1"
"1186169","0","21","6","","1"
"1186169","1","22","8","squid jig","1"
"1186170","0","9","6","","1"
"1186170","1","10","8","squid jigs (ganti ganti)","1"
"1186171","0","13","6","","1"
"1186171","1","14","4","","2"
"1186172","0","29","6","","1"
"1186172","1","30","8","gantiganti(squid jigs)","1"
"1186172","2","31","4","","1"
"1186175","0","20","6","","1"
"1186175","1","21","8","squid jigs","1"
"1186176","0","6","6","","1"
"1186176","1","7","8","squid jigs","1"
"1186177","0","24","6","","1"
"1186177","1","25","8","ganti ganti (squid jigs","1"
"1186180","0","25","6","","1"
"1186180","1","26","8","ganti ganti","1"
"1186181","0","50","6","","1"
"1186181","1","51","8","ganti ganti (squid jigs)","1"
"1186182","0","11","8","squid jigs","1"
"1186182","1","12","6","","1"
"1196192","0","15","6","","1"
"1196194","0","19","1","","2"
"1196197","0","17","1","","1"
"1196199","0","15","6","","1"
"1196207","0","6","1","","1"
"1196208","0","5","1","","1"
"1196209","0","4","1","","1"
"1196212","0","6","1","","1"
"1196213","0","4","6","","1"
"1196214","0","4","6","","1"
"1196217","0","5","6","","1"
"1196222","0","5","6","","1"
"1200402","0","5","6","","2"
"1200403","0","6","6","","1"
"1200404","0","3","6","","1"
"1200405","0","6","6","","1"
"1200406","0","5","6","","1"
"1200407","0","9","6","","1"
"1200409","0","5","6","","1"
"1200411","0","5","6","","1"
"1200416","0","2","6","","1"
"1200420","0","6","6","","1"
"1200422","0","5","6","","1"
"1200423","0","8","6","","1"
"1200424","0","11","6","","1"
"1200427","0","7","6","","1"
"1200428","0","4","6","","1"
"1200429","0","4","6","","1"
"1200430","0","4","6","","1"
"1233393","0","1430362010876","6","","1"
"1233407","0","1430362010870","6","","1"
"1233412","0","1430362010871","6","","1"
"1233743","0","1430362010871","6","","1"
"1233744","0","1430362010876","6","","1"
"1233745","0","1430362010871","6","","1"
"1233746","0","1430362010873","6","","1"
"1237582","0","1430362010889","5","","1"
"1237998","0","1430362010892","1","","2"
"1240305","0","1430362010894","6","","1"
"1240306","0","1430362010894","6","","1"
"1240307","0","1430362010895","6","","1"
"1240308","0","1430362010901","6","","1"
"1240309","0","1430362010895","6","","1"
"1240310","0","1430362010898","6","","1"
"1240409","0","1430362010896","6","","1"
"1240412","0","1430362010893","6","","1"
"1240414","0","1430362010902","6","","1"
"1241553","0","7","1","","1"
"1241596","0","1430362010896","6","","1"
"1241678","0","5","1","","1"
"1241687","0","13","6","","1"
"1241721","0","3","6","","1"
"1241725","0","9","1","","1"
"1241725","1","10","6","","1"
"1241726","0","6","1","","1"
"1241726","1","7","6","","1"
"1241740","0","15","6","","1"
"1241744","0","1430362010898","6","","1"
"1241745","0","1430362010897","6","","1"
"1241746","0","1430362010898","6","","1"
"1241747","0","1430362010896","6","","1"
"1241748","0","1430362010901","6","","2"
"1241749","0","1430362010895","6","","1"
"1241750","0","1430362010901","6","","1"
"1241751","0","1430362010895","6","","1"
"1241752","0","1430362010899","6","","1"
"1241753","0","1430362010898","6","","1"
"1241754","0","1430362010899","6","","1"
"1241756","0","1430362010897","6","","1"
"1241757","0","1430362010896","6","","1"
"1241758","0","1430362010898","6","","1"
"1241759","0","1430362010902","6","","1"
"1241760","0","1430362010900","6","","1"
"1241761","0","1430362010902","6","","1"
"1241762","0","1430362010897","6","","1"
"1241763","0","1430362010898","6","","1"
"1241765","0","1430362010897","6","","1"
"1241768","0","1430362010899","6","","1"
"1241769","0","1430362010899","6","","1"
"1241770","0","1430362010896","6","","1"
"1241772","0","1430362010897","6","","1"
"1241773","0","1430362010899","6","","1"
"1241774","0","1430362010902","6","","1"
"1241777","0","1430362010911","1","","1"
"1241799","0","1430362010896","6","","1"
"1241803","0","1430362010910","6","","1"
"1241805","0","1430362010908","1","","1"
"1241888","0","1430362010912","1","","1"
"1241977","0","3","6","","1"
"1241982","0","8","6","","1"
"1245661","0","1429539217798","8","lambaklad net","1"
"1245661","1","1429539217799","8","pushnet(sakag)","1"
"1245669","0","1429539217792","8","push net (sakag)","1"
"1265262","0","7","1","","1"
"1265269","0","13","8","straw","1"
"1265269","1","14","8","rope","1"
"1265269","2","15","8","tree","1"
"1265270","0","15","1","","1"
"1265289","0","13","6","","2"
"1265292","0","31","6","","1"
"1265294","0","13","6","","2"
"1265296","0","13","6","","1"
"1265297","0","13","6","","1"
"1265298","0","19","6","","1"
"1265300","0","7","6","","1"
"1265301","0","17","6","","1"
"1265302","0","9","6","","1"
"1265303","0","7","6","","1"
"1265304","0","11","1","","1"
"1265304","1","12","6","","1"
"1265305","0","19","6","","1"
"1265306","0","17","6","","1"
"1265308","0","8","1","","1"
"1271875","0","3","6","","1"
"1271875","1","4","8","ganti","1"
"1271877","0","9","6","","1"
"1271877","1","10","8","squid jig","1"
"1271879","0","13","6","","1"
"1271886","0","9","8","rope","1"
"1271886","1","10","8","straw","1"
"1271886","2","11","8","tree","1"
"1289777","0","15","8","Squid jig","1"
"1289777","1","16","8","fishing light","1"
"1289777","2","17","4","","1"
"1289778","0","7","8","squid jig","1"
"1289778","1","8","8","fishing light","1"
"1289786","0","61","1","","1"
"1289787","0","7","6","","1"
"1289788","0","17","6","","1"
"1289789","0","33","6","","1"
"1289790","0","12","6","","1"
"1289791","0","9","6","","1"
"1289793","0","11","1","","1"
"1289794","0","13","1","","1"
"1289794","1","14","6","","1"
"1289795","0","5","1","","2"
"1289796","0","13","6","","1"
"1289797","0","4","6","","1"
"1289832","0","7","6","","1"
"1290192","0","5","1","","2"
"1411899","0","28","4","","1"
"1411899","1","29","8","rope","1"
"1411899","2","30","8","Straw","1"
"1411899","3","31","8","tree","1"
"1411899","4","32","8","small pieces of iceches","1"
"1411902","0","15","6","","1"
"1411902","1","16","8","rope","1"
"1411902","2","17","8","straw","1"
"1411902","3","18","8","small pieces of iceches","1"
"1411902","4","19","8","tree","1"
"1411904","0","13","8","rope","1"
"1411904","1","14","8","straw","1"
"1411904","2","15","8","iceches small pieces","1"
"1411904","3","16","8","Tree","1"
"1411906","0","9","8","Rope","1"
"1411906","1","10","8","straw roll","1"
"1411906","2","11","8","small pieces iceches","1"
"1411906","3","12","8","tree","1"
"1411907","0","7","8","rope","1"
"1411907","1","8","8","straw","1"
"1411907","2","9","8","iceches small pieces","1"
"1411907","3","10","8","tree","1"
"1411908","0","19","8","rope","1"
"1411908","1","20","8","straw","1"
"1411908","2","21","8","iceches small pieces","1"
"1411908","3","22","8","tree/bamboo","1"
"1411909","0","13","4","","1"
"1411909","1","14","8","rope","1"
"1411909","2","15","8","straw","1"
"1411909","3","16","8","Iceches small pieces","1"
"1411909","4","17","8","tree","1"
"1411910","0","7","6","","1"
"1411911","0","7","6","","1"
"1411911","1","8","8","Squid","1"
"1411912","0","16","8","squid jig","1"
"1411912","1","17","6","","1"
"1411913","0","21","8","squid jig","1"
"1411913","1","22","4","","1"
"1411914","0","3","6","","1"
"1411925","0","19","1","","1"
"1411939","0","7","6","","1"
"1411962","0","18","1","","1"
"1411966","0","25","1","","1"
"1411970","0","11","1","","1"
"1411972","0","13","6","","1"
"1411975","0","8","6","","1"
"1411977","0","9","6","","2"
"1411978","0","8","6","","1"
"1411984","0","9","1","","1"
"1411996","0","13","6","","1"
"1412002","0","19","6","","1"
"1412005","0","11","6","","1"
"1412008","0","7","1","","1"
"1412008","1","8","6","","1"
"1412009","0","5","6","","1"
"1412233","0","5","6","","1"
"1412236","0","5","6","","1"
"1412242","0","6","6","","1"
"1412266","0","6","6","","1"
"1412291","0","8","1","","1"
"1412338","0","4","6","","1"
"1413832","0","17","6","","1"
"1413836","0","19","6","","1"
"1413837","0","2","6","","1"
"1413840","0","11","6","","1"
"1413844","0","3","6","","1"
"1413845","0","8","6","","1"
"1414998","0","7","8","Squid jig","1"
"1414998","1","9","6","","1"
"1415001","0","19","6","","1"
"1415001","1","20","8","squid jig","1"
"1415003","0","17","6","","1"
"1415007","0","7","4","","1"
"1415007","1","8","6","","1"
"1415009","0","6","6","","1"
"1415634","0","7","6","","1"
"1415636","0","4","6","","1"
"1415642","0","16","6","","1"
"1415645","0","5","6","","1"
"1415647","0","4","6","","1"
"1415648","0","5","6","","1"
"1415649","0","6","6","","1"
"1415675","0","4","6","","1"
"1415677","0","6","6","","1"
"1415678","0","4","6","","1"
"1416572","0","8","8","harpoon","1"
"1416572","1","9","8","confressor","2"
"1435968","0","5","8","Crabpot","1"
"1435969","0","16","8","crabpot","1"
"1435970","0","17","1","","1"
"1435970","1","18","8","crabpot Alimango","1"
"1435970","2","20","8","crabpot Alimasag","1"
"1435972","0","19","8","crabnet","1"
"1435973","0","17","8","squidpot","1"
"1435974","0","16","8","castnet","1"
"1435974","1","17","8","fishpot","1"
"1435975","0","7","8","crabpot","1"
"1435976","0","19","1","","1"
"1435979","0","19","1","","1"
"1436010","0","15","6","","1"
"1436015","0","9","8","crabpot","1"
"1436016","0","16","8","crabpot","1"
"1436024","0","16","1","","1"
"1436025","0","13","1","","1"
"1436036","0","19","1","","1"
"1436037","0","7","6","","1"
"1436038","0","13","6","","1"
"1436039","0","10","8","crabnet","1"
"1436040","0","10","8","crabnet","1"
"1436041","0","21","8","Pana","1"
"1436044","0","16","8","Pana","1"
"1436046","0","7","8","Kawil Pugita","1"
"1436047","0","4","8","Kawil","1"
"1436049","0","16","8","Kawil","1"
"1436051","0","13","8","Kawil","1"
"1436052","0","19","8","Kawil","1"
"1436053","0","13","8","Squidpot","1"
"1436057","0","10","8","Kawil","1"
"1436058","0","13","8","Kawil","1"
"1436059","0","7","8","Ganti Ganti","1"
"1436060","0","13","8","Kawil","1"
"1436062","0","16","8","Kawil","1"
"1436065","0","17","6","","1"
"1436069","0","13","8","kawil","1"
"1483985","0","25","1","","1"
"1483988","0","35","1","","1"
"1483990","0","50","1","","1"
"1483998","0","49","1","","1"
"1483999","0","28","1","","1"
"1484008","0","37","1","","1"
"1484008","1","38","8","pana","1"
"1484011","0","16","6","","1"
"1484013","0","3","6","","1"
"1484496","0","16","8","rope","1"
"1484496","1","17","8","straw","1"
"1484496","2","18","8","tree","1"
"1484496","3","19","8","small pieces of icechess","1"
"1484497","0","11","4","","1"
"1484498","0","19","6","","1"
"1484498","1","20","4","","1"
"1484500","0","13","4","","1"
"1484500","1","14","8","crab pot","1"
"1484503","0","15","8","squid jig","1"
"1484503","1","16","6","","1"
"1484505","0","15","4","","1"
"1484505","1","16","8","squid jig","1"
"1484509","0","33","6","","1"
"1484509","1","34","8","squid jig","1"
"1484512","0","7","8","fishing light","1"
